Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,3-Hydroxyechinenone,"8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,CL(72:8),Cer(24:1),Cycloartenol acetate,DG(18:0),DG(18:3),DG(20:1),DG(24:0),DG(32:0),DG(34:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:0),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),Diadinochrome,GalCer(d18:3),GalCer(d20:3),GalCer(d22:3),Ginsenoside F1,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(16:1),MG(18:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:1),PC(32:2),PC(32:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(34:4),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(40:2),PC(42:1),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),PS(38:4),Phytosphingosine,SPB 18:0;2OH,SQDG(30:0),SQDG(32:0),SQDG(34:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Sphinganine,TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(40:1),TG(42:0),TG(42:1),TG(42:2),TG(44:0),TG(44:1),TG(44:2),TG(44:3),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:2),TG(60:3),TG(60:4),TG(60:5),TG(60:6),TG(62:5),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,"[2,3-dihydroxypropoxy][3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propoxy]phosphinic acid",alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI533936,11911.46771,377860.6553,1328924.199,170957.9109,79774.69668,58090.05291,3579.138002,816789.707,1206079.664,1316872.969,126586.8037,392998.8974,7108.119676,9593.019406,140740.379,231164.3524,27359037.53,230415.9707,2807323.826,669767.4207,10021.62945,2156029.027,2254576.905,1415469.68,26618.25198,207014.1743,60598.15016,232871.8161,2150338.01,807704.1806,1311340.325,548228.6187,1431341.41,16858871.74,307499.6623,2305575.804,756157.223,39905393.7,519166.1575,361934.9098,334890.4135,32856.26815,5033.008532,101553.211,70392.95252,18424.13459,382416.0015,378275.6647,957627.6016,2329987.023,786558.4402,530705.3254,37865.47455,393316.369,976485.595,201821.0884,3501267.584,295.6596672,26462.48115,8017347.346,2940413.704,8448933.617,146956468.2,109837.2392,59163.32744,58052.0235,76342.40122,23464.31738,485105.1231,30792.99072,99327.25676,28430.0804,16959975.71,39089741.93,43517029.06,10280570.09,73025.39608,4142910.38,4032406.303,7352769.438,9642088.455,2941236.041,318339.7897,141949.26,164089.7436,150840.2257,5208.922335,8333.700479,456041.3268,9212.067179,12225.726,298946.1512,69491.38074,2740730.244,17204760.85,1682685.626,1105191.223,127347.6916,5646729.76,2244294.283,124072.0699,582756.3513,856805.5572,14342.64759,67346.46444,126924.4492,23426.27517,14827.53978,1934629.384,31976.3016,71699.82856,265836.0517,6079219.804,52670.50792,264564.0275,159166.1336,375315.073,3339416.137,11713.13781,5876.134534,219038.0367,139936.1976,46554.35556,1359.429767,72049.69911,4210.768811,4120.576239,30299.18125,7747.602835,1235.270364,1131.045171,17968.66674,14161.42665,14555.91129,3855.891912,56466.60302,15756.75515,9178.619311,4822.261134,2789.763145,8651.010194,72595.9108,151836.7707,77252.99814,9408.661518,8073.174365,3863.545213,42059.90345,236625.5347,639196.9549,412449.7089,570078.6046,440339.2451,14464.90273,28933.32398,133085.0786,208462.3474,242078.8026,546972.1575,2477449.603,786420.3858,337713.2358,9697.237273,3180.944099,2702.681822,7337.40154,10366.79029,15462.85282,7633.475375,2667.677572,1442.304799,1600.659886,1709.80084,695.6877013,532.9210879,2856.115109,5253.521911,2145.358605,404.8338081,57911.73255,192797.5377,157583.716,1596045.891,31472.86776,195304.4195,14286346.57,914553.0464,9769.507746,22297.52263,153906.9127,17295.27718,53650.10588,4676219.285,87227.74278,34765.20253,14723.24312
PI656117,6288.186489,530374.726,1255682.438,123188.8722,44088.99939,55520.64395,3981.807121,888797.3133,1220674.01,1356194.099,97185.76155,391573.38,9572.912755,14297.92499,95509.88621,221194.7784,24828791.35,175863.8083,2507527.553,690358.3854,5805.619849,1934982.46,1774725.437,1254496.573,22832.60919,281109.7176,52801.09265,183470.7122,1683719.454,679471.9566,1196227.033,380421.2692,814101.1343,14193743.45,186702.9481,2029583.784,465643.8569,36025073.36,435330.0766,239742.4329,235173.375,27355.70215,2725.731317,119453.8166,108274.7364,21386.96734,489009.8902,535391.5061,647450.803,2187943.578,646719.8392,475511.9178,61554.49734,364216.1339,755975.7057,150631.1156,3161576.629,220.1992469,79148.48956,6974854.709,2123162.57,5587797.413,136206719.4,161808.3509,48530.03383,56130.33102,112001.3167,36091.57003,603850.7504,45474.91141,106941.8138,16484.23091,18541257.36,25802988.08,47883824.24,9431653.431,48736.852,5215411.755,4197542.538,7339930.746,8704187.033,2272158.884,290870.4849,96181.22697,114896.1531,130714.9126,5872.299953,4587.130467,398922.0911,10693.48434,16637.75182,258600.5851,59761.98142,2309200.859,14590563.59,1544497.692,975292.5422,147178.5944,4756497.4,2197166.039,121459.5688,586759.2781,1109561.841,14675.20972,60067.37341,162667.4121,35479.38396,21045.93992,1934882.529,31865.94594,87326.14647,254822.962,5477020.379,35229.38387,250889.9938,122920.9079,296314.7524,2797000.38,17739.69469,4573.252081,143578.8623,89784.77045,27273.43761,987.4253976,44669.82856,2654.217657,3630.730535,17096.70889,6613.5023,1170.234646,1748.235946,13179.55851,17809.11326,12965.50987,3995.580202,60822.10464,11547.91741,10258.71141,5799.527714,3206.426908,8372.13279,68528.05638,162460.5439,89362.5174,11003.29843,10353.06203,5718.05328,42774.5775,238964.9808,587710.7705,487053.4755,709596.8361,549161.8771,16150.97164,28988.9616,124673.9787,217506.1388,265818.8646,573210.6815,2632369.134,869319.9972,377564.1669,10638.91974,4061.76275,3141.376318,10107.28568,11020.75506,10972.37672,7739.735028,2821.067945,1590.504284,1916.750809,1739.48691,666.6164341,508.5522048,2953.813179,5002.157538,1991.49016,404.1149639,55572.19981,189955.6332,134898.7182,1079084.744,54659.6839,375369.8127,13082631.96,844247.1662,9658.546269,25650.99279,147172.3897,9968.752856,36780.90863,3084616.059,97304.17976,41202.90442,17652.0617
PI659695,16168.48705,193876.0581,1035080.367,100474.2507,67426.61577,44140.94629,3305.770031,876681.9576,1101852.076,1425084.074,59412.47585,347870.3369,5865.07093,45672.09371,66076.6534,215083.441,25353337.11,212892.5218,2290964.383,550320.1067,6363.067074,1855191.588,1822647.283,1369280.318,30479.1134,138921.251,52164.03125,134116.072,1615347.149,724850.4251,1731025.797,330561.3259,767816.5129,15308352.49,178895.197,2120760.941,518495.4069,38486911.75,611789.8593,244340.5431,220919.8989,24192.79899,2143.027045,311983.9423,193629.1568,48202.75493,195387.0494,204666.0331,484419.7033,1882409.458,584892.6938,532610.6335,220771.6732,440717.1258,936631.3564,292012.452,3427480.834,212.2621705,24422.65212,7312622.656,2230589.351,5779381.646,144803388.2,287699.9525,82321.23447,47270.98281,192213.748,64543.05897,467177.7724,40490.4544,72566.81891,37778.39865,14952792.69,14183104.1,39441785.24,12314560.53,70058.25909,3275271.179,2704714.077,7027832.553,12340202.94,2585213.085,186350.7762,71392.56037,104916.7029,83283.29005,2495.118416,3110.480765,87422.24539,24101.37503,23667.13124,238692.0408,55217.42331,1996838.403,10752815.64,1283975.995,993001.236,217052.9073,4299768.097,2008851.13,132779.8859,671967.1249,845895.173,40486.33316,112826.1299,422519.5646,110016.9208,13402.50952,1818877.681,28301.00679,59723.77813,227575.0016,5997237.286,42645.6446,277903.366,137115.1596,343481.3412,3456177.113,55008.47065,6187.502203,174449.1175,138118.8702,36244.44581,1235.427681,60876.65564,3203.898956,3546.158563,27471.24867,8650.959508,1463.78766,1810.491518,16445.48873,17701.77929,16530.9589,7194.549159,47157.93123,15939.38838,9762.127967,10035.44972,5974.650009,18804.3007,63399.2303,162821.1613,103834.5242,12512.75685,10802.93405,8136.201622,34397.9743,217852.4696,542572.3446,394006.5977,655703.0336,618682.3638,11345.1268,23188.52892,109627.2535,181175.5528,215045.1644,451401.9356,2229721.124,829805.5964,411510.4661,9554.092686,3028.243398,2421.317089,7948.60944,10244.32118,9964.48412,6150.766406,2035.524495,1299.836304,1798.113763,1592.139955,485.1333718,496.6539202,2526.115276,4246.127626,2121.205979,390.0381477,58681.04173,175155.4614,185503.6966,807366.2378,27954.29428,265967.8379,11700192.07,664012.0412,7005.774809,22449.31096,135565.3225,6740.726265,32250.51798,2407444.036,100641.7147,43918.7249,19724.61596
PI534021,9904.707532,347855.9953,1099213.898,169791.6446,67932.0779,46391.38705,3598.814143,729256.3126,1079920.264,1114312.581,32236.57259,638381.1355,5643.896399,13253.30442,79136.20495,213586.6302,25196099.01,230176.0728,2417547.863,691643.6035,6221.939358,1922361.16,1981616.426,1458928.261,39252.44907,244545.7931,49725.93876,141419.5925,1685321.778,729394.115,1830231.947,409858.9653,1133172.099,15626392.56,203179.1947,1936737.53,522523.5537,37719457.22,589117.9921,250573.2528,219806.8406,19028.49587,2779.220868,174446.2661,147673.3924,36566.50347,348290.8933,357708.5055,600855.9553,2379697.026,594991.7157,520072.7109,58533.40892,390181.3617,982368.35,202305.7804,3280346.569,244.6935435,60482.51791,8155695.096,2522567.426,6787783.861,142905139.8,170787.5019,97034.27439,73296.82879,131466.0947,49224.47089,373837.3574,20967.74208,60912.41536,28427.9563,17468251.7,16303179.94,46172672.22,11792424.28,62267.6398,3108633.716,2834090.166,6984491.984,11060831.82,2196311.886,186613.4598,50039.27514,91745.68107,87410.04977,2541.857925,2887.901547,142850.3165,18283.25178,18377.36044,242040.2916,66039.39097,2073411.044,11608597.17,1400886.074,968921.6429,122275.9778,4449896.809,2003234.306,122149.8951,519117.8687,1012389.295,26880.00731,49591.8933,180519.8951,34381.77085,22285.43059,2162409.538,35936.79501,98345.1681,292679.1502,6934783.296,43545.48902,281459.1884,164854.6836,390787.9132,3939584.607,17190.88567,6245.138694,164710.5423,114069.6074,32211.28476,1019.790932,57267.96991,2397.260892,3130.072798,20225.16737,7737.069819,1200.824779,1431.265512,17284.30459,20342.03885,14099.95627,7509.183136,64892.36281,11812.81649,11183.50672,8212.363433,4234.950304,15267.83845,65252.83578,170498.8851,96362.74119,9462.376711,10117.79437,4945.228295,36828.08502,224421.0181,513041.2931,413963.3575,657987.7883,559851.2457,12873.37026,23953.34123,114255.383,184139.3749,209545.2149,438127.6533,2001968.368,668180.7175,311866.3255,10435.92667,3298.51225,2573.285642,8176.013872,8910.991818,10817.40077,5892.030348,2283.15918,1373.070392,1787.27945,1728.896382,517.1131183,476.3698361,2714.419437,3913.33037,2047.183144,397.7151052,63025.28063,193167.2927,161517.214,1001426.619,48129.47009,468473.4318,13672869.87,850338.2201,6570.239032,17489.91248,167733.958,27087.04989,79670.54611,7589503.544,152272.2628,65288.24542,25117.03145
PI597946,11555.64683,435512.2053,1251441.662,114221.1221,84966.06032,47236.5523,6703.681736,1070668.925,1425823.393,1287438.958,55179.85853,597898.3213,13071.39364,27397.63121,72531.32533,226033.3308,25438144.97,255301.0253,2422643.28,834005.911,9042.217093,2386286.947,2538763.996,1672932.5,39046.3911,326092.6435,64041.40608,189838.4915,2590933.139,979383.8786,1768518.735,558688.9636,986374.1142,18861552,174322.1994,2207859.991,528355.3289,38983115.95,730486.1436,269654.9607,266918.8395,31226.0218,2135.354113,256395.2724,166859.5278,25459.77778,412364.6014,438456.1268,546571.9191,2705226.697,688828.0919,635717.3664,74744.36809,428420.3193,1126500.38,304771.1075,3400838.343,304.5619474,54285.66933,10948141.43,3352721.716,8146228.809,142717011.9,175551.3669,92937.40219,112706.6632,195991.2446,55619.83853,611363.3354,44806.93135,134509.8997,28598.04967,24684856.08,13811562.77,65466881.62,12827320,106936.0264,4195587.093,3390705.117,9891347.496,17262643.76,3333612.148,251933.391,102868.0741,137287.7942,143017.4853,2695.871975,3959.383032,120602.9281,12729.88784,17856.51091,273648.9946,72918.72998,2604548.268,15043414.91,1565199.625,1028539.144,233876.6404,5446615.053,2349393.926,137447.445,644224.983,1397313.174,25705.48002,157970.2612,214457.1089,37895.19401,24783.18803,2415307.631,34089.8681,98750.50494,348641.9202,8257637.43,63457.63722,305235.9649,208603.9096,461899.6662,4363126.145,18947.59724,7384.202417,194184.7857,143860.7998,47186.58799,1272.842903,76953.38146,3365.862913,6026.06943,30416.42801,9026.778504,1753.823835,1460.739749,16676.53133,25785.47853,17615.76401,5897.196474,74302.0239,17717.32336,12335.90781,9845.992742,4374.204377,14219.88968,66920.93833,213828.5665,128517.0614,11397.04304,11532.68519,5511.002531,33853.05836,211521.6107,525648.0345,548225.3156,851543.0693,666778.702,12395.3387,21808.41112,93170.74739,172430.5396,230802.1401,586856.3228,2592201.524,826449.2704,364204.7249,12086.18054,3623.478177,2153.516782,10614.99929,10639.53683,12680.57213,7632.986783,3596.440769,2605.511342,1719.057206,2039.483794,840.1311593,736.0014465,3783.230588,6704.230654,2864.864803,696.3655358,76462.58935,258452.0691,231342.1322,910953.2264,62782.9534,659193.398,15354559.14,1029889.583,37288.20986,25028.52274,149650.158,7205.238963,37019.8568,3013005.94,105530.6499,43080.11997,18011.10499
PI534047,8009.046362,229527.9718,1044238.443,120088.4636,62236.91593,48393.3516,4880.590609,800892.8352,943629.3528,1325685.226,60564.33076,346620.4453,6285.336441,21562.73912,68522.73969,202421.9626,22388643.71,203243.9305,2479798.717,600990.1518,12795.35378,1670387.197,1440182.378,1682072.931,28102.79446,186509.5312,40152.75875,106770.713,1208920.831,597985.7628,1786971.329,315035.8413,725355.0816,13847284.84,147775.0489,1930208.808,393743.7369,33856503.78,524976.224,223128.977,206244.9489,25116.68348,3459.675914,231568.1067,242247.9565,24431.98764,228955.9476,238638.4281,611941.5971,1804814.626,571396.2642,460095.0319,101156.8144,386699.0074,799685.8959,194651.5258,2909537.223,252.6657733,24833.27464,6844358.1,1694747.309,4322468.347,130762732.5,146504.5051,51736.86493,54297.00111,133987.6703,80749.30268,363624.0111,26985.05763,51339.07653,31235.83531,11195687.57,10040174.76,29601748.55,11540552.94,36182.64413,2382047.485,2440984.608,4459568.269,8476603.846,2605398.99,183741.9103,43476.55186,83399.33272,65335.56488,2121.809261,3374.369045,64342.64056,12215.9933,13208.98102,283229.9015,95087.67636,1549139.735,9382236.043,1489091.395,945395.4784,220661.1742,3360901.738,1764301.505,173762.8666,449373.817,727487.9367,25883.02825,67873.92926,190748.0559,49204.83149,23210.50813,1913011.664,28019.55526,53883.39952,168700.3656,5542056.893,35935.87953,252887.5431,98041.39182,228147.3339,2854933.354,24602.41849,7066.019703,185593.1945,138576.6329,41393.51234,1221.615262,65769.96024,2430.876794,3433.10321,23075.54297,8272.711018,1266.663533,2425.054703,14923.00516,23115.56293,14681.52514,7151.1749,60411.18396,13626.38514,10461.09367,8351.313527,2478.24448,9061.903463,64632.1949,180093.3214,164882.4623,8916.615103,6987.211068,5073.41932,33790.47535,200919.5347,570871.5744,357830.894,638717.1066,839070.8483,10248.36285,19213.02113,87334.92189,150735.9961,190987.1069,389151.9305,1691726.786,664077.8681,425294.2787,10852.5975,2853.281547,2046.144858,6553.045717,9103.488265,9209.87088,4842.511531,2339.180669,1380.545114,1547.285112,1575.433179,501.0931406,507.7944064,2255.786754,3921.890937,3101.512685,400.338587,67031.10045,188323.0207,147730.0199,1019902.662,29471.36966,475406.6461,11377779.99,658832.8184,5621.531853,19548.85397,132500.4713,14276.55756,48255.74074,4079026.615,139801.1355,62390.88325,25691.50996
PI576385,9433.555708,188337.9433,1059855.202,111147.9574,67395.61083,43537.95356,3993.522049,897751.3287,1206215.718,1442104.963,46239.75733,402306.5346,5515.55511,30809.62685,47404.22932,220825.3512,25511880.27,244902.3128,2425296.467,652180.1204,9237.320693,2159738.13,2284146.371,1722888.612,35222.01511,227252.9801,73810.88462,155245.7642,1991866.278,887728.891,2273891.449,325866.6983,812367.1641,15943632.94,184938.8199,2796668.905,404174.1048,37752808.96,625543.3758,277762.84,257869.1743,27637.20559,3329.109926,312113.0225,317023.1715,47100.05579,184482.7305,193779.6262,581539.0614,1563119.651,614136.0438,588046.7518,146014.5674,409131.2184,1057456.274,246699.0672,3417635.576,488.8348607,55626.6877,9758662.817,2403135.445,5614409.978,142711713.1,329636.0699,52912.52054,74820.4981,282756.9269,105674.4083,643028.535,37981.53929,128199.9976,26357.09289,24516788.58,12966063.34,64770107.28,16605137.68,87550.41474,7364650.984,4095358.794,7518500.055,14278238.27,2831318.438,300494.7184,43414.59331,156224.0769,114177.4985,7520.362283,4278.971524,156510.8791,23550.03033,33339.44775,251719.7693,70431.85185,2742073.349,14408768.89,1905655.476,1223285,189227.2292,5996007.038,2928648.196,190748.8337,618599.8719,1083530.495,38832.18036,136369.3933,337387.742,34208.54512,21716.10061,2054713.336,36402.70468,74323.88863,214159.0059,6002336.569,38405.47468,330775.1075,128089.1047,300331.4322,3277584.948,17104.27528,7507.511165,217973.5896,153836.1499,50265.19115,1367.266722,81622.61713,2811.336432,3934.1308,39305.4705,19673.96159,2773.648028,3022.459853,31238.11176,50346.08811,29698.87141,11703.37753,75762.34137,40785.51496,28874.30234,20555.14111,5510.80716,24658.32578,96586.19668,245211.4624,158168.533,14864.06529,9992.172887,11080.89479,43170.9207,252650.3871,628907.0916,489240.6062,743585.8714,633724.1145,16914.59486,24641.21288,100666.868,167254.4381,227820.1416,449516.6034,1922281.422,640166.5063,290064.5491,32719.18119,6228.663318,1954.610528,9689.389275,10958.16815,8835.59402,4353.955223,2797.907589,2345.673117,2024.404431,3143.007047,809.0552824,695.4079675,3446.836656,5602.828734,3107.748811,596.1169497,63541.58058,212910.6891,156959.5157,969231.7614,53297.32876,295732.8608,12655881.89,618948.9695,7998.940373,21199.42294,142174.0292,7238.490882,33422.40672,2779466.44,73709.57225,29438.20492,12286.78601
PI533766,7933.37788,285648.2108,1009236.551,106315.4845,63964.68341,48322.29309,18256.03756,858218.6087,1138676.908,1534823.04,40264.99728,330958.7584,7565.197113,35462.42017,66625.36241,212153.6077,24045402.06,199452.0516,2305254.319,633887.2287,11069.3621,1797352.089,1828098.375,1453021.548,22558.77079,189067.596,46139.59914,143294.6444,1573183.333,772583.8782,1606558.915,328457.2813,767972.8203,15042881.61,158545.3185,1873890.745,450986.0283,34808216.87,577222.1853,231970.0458,220998.7094,27200.03171,2166.662891,236246.1104,204341.3935,40869.87757,274959.0844,290361.2767,531131.2453,2100388.988,536265.7252,499776.4982,93046.79455,404768.3546,838961.2688,247725.1145,3079076.349,344.6066581,43935.63935,6997903.578,2196701.669,5216970.093,133596602.4,145573.2927,58462.35004,73272.8107,175067.0935,68113.80482,585153.8381,29306.11801,101771.7599,21748.93376,22496598.33,19188108.81,59067796.89,14404268.69,83015.1591,3832228.834,3264337.355,7832421.397,13562812.84,3226358.086,272838.0966,61110.75782,90510.36167,112686.7251,2808.485237,4939.364435,168213.437,20434.93632,19796.55351,234310.001,75956.13808,2196060.363,12140596.86,1607124.353,992936.7019,275395.5385,4636779.905,2284364.506,159329.381,546007.758,930701.3638,27422.63943,126138.4846,312274.2365,95974.82513,22026.62152,1890172.421,21684.89763,68452.44397,247601.2396,6222993.966,39094.54947,249911.3283,139753.4162,301299.6892,3174525.527,47987.41784,5723.946079,161543.3092,110187.9401,33526.20807,1012.536452,54949.62493,2420.909952,2941.782007,18717.75918,7386.326932,1154.353353,1158.357664,13043.43812,17528.87761,12841.54526,4147.460624,56577.52718,12867.36829,11712.98852,6377.711943,2607.657625,8616.968472,66451.5015,177533.1111,114801.8339,12301.18921,7401.326048,4562.110536,39488.82906,237501.5149,543514.3452,420741.6574,680295.5146,601037.8018,12205.72812,24829.59272,129975.922,198733.4666,198851.2483,422574.1814,1920839.763,692670.2602,327138.1259,11301.55677,3197.913051,2578.131087,7463.036329,9629.846364,10193.72126,4625.362304,2445.2834,1518.614599,1805.649916,1535.424135,517.4769651,466.9734921,2604.867897,4465.503928,2755.541456,411.6478637,58397.73481,212578.5626,151778.2397,885218.7485,45177.58756,535232.1881,12203271.79,435135.9578,9212.455609,17517.09907,97116.01964,5644.417967,25817.81379,1949703.064,64232.82623,28205.79453,11735.59842
PI534155,14162.82554,133740.9538,850094.5378,112225.672,62683.55801,36213.74084,4486.438803,781687.0885,1028874.045,1281610.021,24955.80701,453217.3538,5318.447546,30818.62701,65192.49989,186074.0426,22764750.72,195853.7026,2217397.108,539200.8241,6688.077569,1641946.729,1699631.524,1317722.175,43325.25187,168512.0483,56668.13149,129769.3466,1541698.115,696354.7364,1581458.973,357390.6188,780225.4502,13465509.8,175193.5339,2011436.432,394332.9149,34653816.84,504140.5459,239943.7043,221442.5287,23162.17284,1931.166371,257908.8534,326993.0158,45393.56372,146288.5919,145572.5356,544605.0781,1683868.566,492163.5994,476184.3185,124245.5904,370429.7829,823379.2199,277575.1709,2983713.625,218.1829992,38945.73503,6437274.728,1898048.846,4798617.812,127356419.6,214390.1265,42478.35239,53920.61406,265861.5591,108997.6893,471648.5217,21701.74631,69196.74625,38483.65914,16298895.32,10225851.9,42065817.91,12871433.17,82054.89608,4973073.419,3843819.905,5609792.335,12572287.03,2582734.946,200784.2997,41469.15182,120805.5129,115660.1787,2123.968344,5505.531024,92511.92683,22696.78185,28856.94521,215508.8177,54258.05812,2181085.634,12500638.18,1505131.054,1016892.536,184770.1501,4800850.753,2265855.135,148566.1431,570440.7003,823100.8695,29721.58668,117146.7537,304253.8898,59955.81757,20791.86817,1882176.002,29320.94948,57382.57849,207287.5464,4978068.756,33622.30509,245249.9626,111390.6299,267708.6772,2613909.874,29977.91149,8553.369134,262201.3994,182957.9451,40410.81356,1834.533543,79153.21111,3579.64186,5584.223535,34601.69525,8739.29631,1878.096057,1606.022316,16201.53379,20795.49685,17333.22358,6193.734171,56398.70005,14561.19281,10978.81133,9984.629563,2787.331717,12002.62438,58710.9127,217853.5018,147186.8752,9376.145378,9873.716471,6027.315782,26936.61914,205999.3816,510188.6463,422712.5523,719263.7291,643229.9407,11023.05878,15894.60055,83731.47086,153800.9655,215982.797,425452.1614,1922976.763,641082.9753,286114.148,16582.08076,2939.726755,2111.68357,7582.750971,9889.000557,9181.276927,4508.779343,2085.266559,1329.284589,1518.552013,1641.164099,503.5009608,522.1888044,2332.647125,4324.34403,2280.892675,391.7793925,59222.26372,167339.7347,137670.8437,907675.1532,38575.01372,271540.4378,10475685.94,565667.7721,4926.775253,20995.18761,143922.9274,8457.908265,32235.18869,2675503.654,101371.1534,42847.18159,18331.72414
PI656010,4419.293489,210936.0929,996174.4876,95304.17746,61818.16784,45268.63702,3641.952925,842684.7831,1164022.089,1382947.859,39991.12905,345640.4378,5813.085231,11882.92611,56873.04879,240913.4016,22187237.22,190747.3617,2154909.081,567193.1632,21807.55277,1797758.921,1653068.443,941975.4697,22042.03223,142256.1725,59569.39091,201614.3915,1805319.933,609594.1845,1137449.594,454416.3383,821354.5158,12577658.24,197724.8525,1812884.952,538327.172,33784227.8,422360.8087,197129.9465,191654.9114,19319.06469,1743.485012,203571.0791,154999.3809,34711.59368,205031.4933,217214.6543,532827.3484,1811144.941,497582.4563,468473.4362,72116.80943,443864.5163,788532.2323,219008.4583,2893269.89,525.386312,49774.14414,5534902.655,2659562.332,6165796.958,125007707.4,185414.375,51824.29464,89938.25472,192033.1183,51666.45352,466106.5068,30260.09861,96899.9298,20856.4701,15606138.26,12227294.91,39971832.61,7923377.609,57173.19581,4041149.644,3428399.516,8070636.78,8297576.156,1375927.051,222374.74,84637.54273,89638.77539,130701.6031,2561.144154,3202.229476,87126.20897,17355.79677,24454.97609,212446.7543,47539.29101,2329908.444,11443226.56,1081618.07,919946.7743,116125.1386,4606219.891,1619302.736,78445.21825,695629.8367,1091447.17,18785.92965,51675.69039,162853.7581,26106.48213,17156.34154,1542385.18,26314.82924,67681.32901,228688.4868,4703062.899,42755.56492,222605.0854,143543.5497,318048.3399,2845643.601,13053.24104,9323.8002,334969.0093,219168.9286,65740.9549,4231.244329,100239.7187,3807.721388,5131.075506,28399.94427,19073.24166,1776.351657,1314.748834,17989.58262,22559.24669,17859.08238,4148.370642,51559.22734,29952.66161,16615.47986,7028.898581,2553.747074,9341.07568,58678.50102,162718.8437,84517.88632,11171.63076,7518.932328,3603.804315,26999.93116,168236.7904,601233.4946,489447.6939,616051.5848,405668.0019,9460.210631,16052.99909,76817.47705,157242.696,234008.1147,645581.3973,2195020.201,649166.5665,245420.9552,12471.94615,3067.518879,2513.690422,8450.953491,10772.73162,14301.04959,6935.836446,2189.929369,1387.668224,1691.207234,1507.597058,640.5069991,484.8991641,2636.415957,3837.896699,1859.55773,434.4811426,36290.60522,140769.3013,128328.8389,888045.5479,53620.79124,196679.995,11015259.13,630190.2894,10479.56682,13497.92674,136179.8914,6190.257408,29807.77716,2259267.736,109553.5293,47492.96745,20544.49372
