Chromosome	gene	max_pvalue	phenotype	phenotype_number	log10
5	SORBI_3005G102451	6.37E-10	Sum_FA_Sum_GalCer	1	9.196179349
5	SORBI_3005G102500	6.37E-10	Sum_FA_Sum_GalCer	1	9.196179349
5	SORBI_3005G102600	6.37E-10	Sum_FA_Sum_GalCer	1	9.196179349
5	SORBI_3005G103300	1.52E-08	Sum_Cer_Sum_GalCer	1	7.819106326
5	SORBI_3005G104700	1.44E-12	FA_22_0__amide	1	11.84135561
5	SORBI_3005G106000	4.61E-08	Sum_MGDG_Sum_TG	1	7.335959026
5	SORBI_3005G106101	4.61E-08	Sum_MGDG_Sum_TG	1	7.335959026
5	SORBI_3005G106200	4.61E-08	Sum_MGDG_Sum_TG	1	7.335959026
5	SORBI_3005G107100	3.12E-09	Sum_AEG_Sum_PE	1	8.50586211
5	SORBI_3005G107500	4.84E-09	Sum_LPC_Sum_PE	1	8.315563911
5	SORBI_3005G110421	3.92E-08	Sum_MGDG_Sum_TG	1	7.406900099
5	SORBI_3005G110433	5.96E-08	Sum_MGDG_Sum_TG	1	7.225016801
5	SORBI_3005G110439	7.10E-09	Sum_Cer_Sum_PA	1	8.148937005
5	SORBI_3005G110463	9.10E-09	Sum_Cer_Sum_PA	1	8.040917566
5	SORBI_3005G110469	1.72E-18	Sum_FA_Sum_LPC	1	17.76345669
5	SORBI_3005G110520	5.47E-08	SQDG_34_1_	1	7.261932095
5	SORBI_3005G110523	5.47E-08	SQDG_34_1_	1	7.261932095
5	SORBI_3005G110541	5.33E-09	Sum_FA_Sum_GalCer	1	8.27313959
5	SORBI_3005G111200	5.44E-08	Sum_MGDG_Sum_TG	1	7.264427047
5	SORBI_3005G112300	9.16E-08	Sum_AEG_Sum_Cer	1	7.038104194
5	SORBI_3005G112400	2.03E-08	Sum_FA_Sum_PA	1	7.692263134
5	SORBI_3005G113101	1.89E-08	Sum_MGDG_Sum_TG	1	7.72466768
5	SORBI_3005G114700	2.38E-08	SQDG_32_0_	1	7.622988419
5	SORBI_3005G115500	1.47E-08	Sum_MGDG_Sum_TG	1	7.831222113
5	SORBI_3005G116400	4.94E-08	Sum_FA_Sum_LPC	1	7.306562384
5	SORBI_3005G117400	9.33E-10	FA_22_1_	1	9.030213604
5	SORBI_3005G118400	4.49E-08	TG_56_5_	1	7.348165999
5	SORBI_3005G118500	4.49E-08	TG_56_5_	1	7.348165999
5	SORBI_3005G118600	4.49E-08	TG_56_5_	1	7.348165999
5	SORBI_3005G118700	2.46E-08	TG_56_5_	1	7.609474135
5	SORBI_3005G118800	2.46E-08	TG_56_5_	1	7.609474135
5	SORBI_3005G119700	2.79E-08	Sum_AEG_Sum_Cer	1	7.554049433
5	SORBI_3005G119800	2.79E-08	Sum_AEG_Sum_Cer	1	7.554049433
5	SORBI_3005G119900	5.20E-14	FA_22_1_	1	13.28409062
5	SORBI_3005G119950	1.54E-14	FA_22_1_	1	13.81299877
5	SORBI_3005G120400	2.75E-11	Sum_AEG_Sum_MG	1	10.56031764
5	SORBI_3005G121600	1.07E-09	Sum_AEG_Sum_Cer	1	8.972149917
5	SORBI_3005G123900	4.01E-09	Sum_AEG_Sum_Cer	1	8.397160499
5	SORBI_3005G124100	6.80E-09	Sum_AEG_Sum_Cer	1	8.16767206
5	SORBI_3005G124200	6.80E-09	Sum_AEG_Sum_Cer	1	8.16767206
5	SORBI_3005G124300	7.40E-09	Sum_AEG_Sum_Cer	1	8.130567436
5	SORBI_3005G124350	7.40E-09	Sum_AEG_Sum_Cer	1	8.130567436
5	SORBI_3005G124400	2.46E-11	Sum_AEG_Sum_Cer	1	10.60945841
5	SORBI_3005G124500	9.68E-09	Sum_AEG_Sum_Cer	1	8.013969213
5	SORBI_3005G124850	1.28E-09	Sum_AEG_Sum_Cer	1	8.892486131
5	SORBI_3005G125000	1.28E-09	Sum_AEG_Sum_Cer	1	8.892486131
5	SORBI_3005G125100	9.84E-09	Sum_AEG_Sum_Cer	1	8.006885575
5	SORBI_3005G125200	6.10E-08	Sum_AEG_Sum_Cer	1	7.21495782
5	SORBI_3005G125300	6.10E-08	Sum_AEG_Sum_Cer	1	7.21495782
5	SORBI_3005G125700	1.84E-08	SQDG_32_0_	1	7.734629747
5	SORBI_3005G125800	4.50E-10	Sum_AEG_Sum_Cer	1	9.34724161
5	SORBI_3005G128550	4.50E-08	Sum_LPE_Sum_MGDG	1	7.346729391
5	SORBI_3005G128900	5.71E-08	Sum_AEG_Sum_Cer	1	7.243344345
5	SORBI_3005G129000	5.71E-08	Sum_AEG_Sum_Cer	1	7.243344345
5	SORBI_3005G129301	6.21E-08	TG_56_9_	1	7.207029544
5	SORBI_3005G129650	2.47E-08	Sum_MGDG_Sum_TG	1	7.60687986
5	SORBI_3005G129900	2.49E-08	Sum_LPE_Sum_MGDG	1	7.604650189
5	SORBI_3005G129950	2.49E-08	Sum_LPE_Sum_MGDG	1	7.604650189
5	SORBI_3005G132200	3.94E-08	Sum_PA_Sum_PE	1	7.404305966
5	SORBI_3005G132250	3.94E-08	Sum_PA_Sum_PE	1	7.404305966
5	SORBI_3005G133350	5.30E-08	Sum_LPE_Sum_PG	1	7.27549336
5	SORBI_3005G133400	5.30E-08	Sum_LPE_Sum_PG	1	7.27549336
5	SORBI_3005G135600	4.58E-11	Sum_LPE_Sum_PE	1	10.33871352
5	SORBI_3005G140400	1.01E-08	Sum_PA_Sum_PG	1	7.995394923
5	SORBI_3005G140450	1.01E-08	Sum_PA_Sum_PG	1	7.995394923
5	SORBI_3005G140500	5.22E-08	Sum_MGDG_Sum_TG	1	7.282411289
5	SORBI_3005G141400	6.05E-09	Sum_SQDG_Sum_TG	1	8.218102731
5	SORBI_3005G141600	5.06E-09	TG_60_6_	1	8.295482977
5	SORBI_3005G142000	6.98E-08	Sum_LPC_Sum_TG	1	7.15595659
5	SORBI_3005G142200	5.48E-08	PC_36_4_	1	7.261422688
5	SORBI_3005G143300	2.29E-08	Sum_LPE_Sum_MGDG	1	7.640808281
5	SORBI_3005G143400	5.72E-10	Sum_LPE_Sum_MGDG	1	9.242337933
5	SORBI_3005G143800	5.95E-08	Sum_LPC_Sum_PA	1	7.225291695
5	SORBI_3005G143900	5.95E-08	Sum_LPC_Sum_PA	1	7.225291695
5	SORBI_3005G145201	3.31E-08	Sum_FA_Sum_PA	1	7.479743434
5	SORBI_3005G145400	2.19E-08	Sum_FA_Sum_PA	1	7.65964791
5	SORBI_3005G146900	2.38E-09	Sum_AEG_Sum_Cer	1	8.623576898
5	SORBI_3005G146966	2.38E-09	Sum_AEG_Sum_Cer	1	8.623576898
5	SORBI_3005G147400	1.12E-08	Sum_Cer_Sum_GalCer	1	7.950426157
5	SORBI_3005G147500	1.12E-08	Sum_Cer_Sum_GalCer	1	7.950426157
5	SORBI_3005G147700	1.77E-08	DGTS_34_5_	1	7.75179836
5	SORBI_3005G147800	1.77E-08	DGTS_34_5_	1	7.75179836
5	SORBI_3005G147900	1.77E-08	DGTS_34_5_	1	7.75179836
5	SORBI_3005G148100	2.86E-12	Sum_AEG_Sum_Cer	1	11.54439343
5	SORBI_3005G148201	2.86E-12	Sum_AEG_Sum_Cer	1	11.54439343
5	SORBI_3005G148300	2.86E-12	Sum_AEG_Sum_Cer	1	11.54439343
5	SORBI_3005G148400	2.86E-12	Sum_AEG_Sum_Cer	1	11.54439343
5	SORBI_3005G148500	2.86E-12	Sum_AEG_Sum_Cer	1	11.54439343
5	SORBI_3005G149300	3.35E-08	TG_54_7_	1	7.474767255
5	SORBI_3005G149400	3.35E-08	TG_54_7_	1	7.474767255
5	SORBI_3005G149500	3.35E-08	TG_54_7_	1	7.474767255
5	SORBI_3005G149550	3.35E-08	TG_54_7_	1	7.474767255
5	SORBI_3005G150000	1.86E-09	Sum_FA_Sum_LPC	1	8.729531027
5	SORBI_3005G151000	1.93E-08	TG_54_7_	1	7.713397368
5	SORBI_3005G151200	2.01E-09	Sum_FA_Sum_LPC	1	8.696653802
5	SORBI_3005G151300	2.01E-09	Sum_FA_Sum_LPC	1	8.696653802
5	SORBI_3005G152100	8.41E-08	Sum_AEG_Sum_Cer	1	7.075198221
5	SORBI_3005G153033	4.86E-08	Sum_LPC_Sum_TG	1	7.313052151
5	SORBI_3005G153500	5.62E-08	TG_50_5_	1	7.250271335
5	SORBI_3005G153700	7.49E-08	Sum_AEG_Sum_Cer	1	7.125792356
5	SORBI_3005G153800	7.49E-08	Sum_AEG_Sum_Cer	1	7.125792356
5	SORBI_3005G153900	8.39E-08	Sum_AEG_Sum_Cer	1	7.076083501
5	SORBI_3005G154500	8.24E-08	Sum_DG_Sum_PA	1	7.083999692
5	SORBI_3005G154600	8.24E-08	Sum_DG_Sum_PA	1	7.083999692
5	SORBI_3005G154700	8.24E-08	Sum_DG_Sum_PA	1	7.083999692
5	SORBI_3005G160100	2.89E-08	Sum_PS_Sum_TG	1	7.538594975
5	SORBI_3005G160200	2.89E-08	Sum_PS_Sum_TG	1	7.538594975
5	SORBI_3005G160300	2.89E-08	Sum_PS_Sum_TG	1	7.538594975
5	SORBI_3005G160400	2.89E-08	Sum_PS_Sum_TG	1	7.538594975
5	SORBI_3005G161000	1.39E-08	Sum_PC_Sum_PG	1	7.855789569
5	SORBI_3005G161200	8.05E-08	SQDG_32_0_	1	7.094158481
5	SORBI_3005G163100	1.43E-08	Sum_LPE_Sum_MGDG	1	7.843597758
5	SORBI_3005G163200	1.43E-08	Sum_LPE_Sum_MGDG	1	7.843597758
5	SORBI_3005G163301	1.43E-08	Sum_LPE_Sum_MGDG	1	7.843597758
5	SORBI_3005G163400	1.43E-08	Sum_LPE_Sum_MGDG	1	7.843597758
5	SORBI_3005G163450	1.43E-08	Sum_LPE_Sum_MGDG	1	7.843597758
5	SORBI_3005G164966	2.55E-09	Sum_AEG_Sum_MG	1	8.593708375
5	SORBI_3005G165032	2.55E-09	Sum_AEG_Sum_MG	1	8.593708375
5	SORBI_3005G165100	2.55E-09	Sum_AEG_Sum_MG	1	8.593708375
5	SORBI_3005G165201	1.05E-08	Sum_AEG_Sum_Cer	1	7.978954249
5	SORBI_3005G165300	1.05E-08	Sum_AEG_Sum_Cer	1	7.978954249
5	SORBI_3005G165850	5.33E-08	TG_24_0_	1	7.273042993
5	SORBI_3005G165900	5.33E-08	TG_24_0_	1	7.273042993
5	SORBI_3005G165950	5.33E-08	TG_24_0_	1	7.273042993
5	SORBI_3005G168100	9.92E-08	Sum_LPE_Sum_MGDG	1	7.003557856
5	SORBI_3005G168200	9.92E-08	Sum_LPE_Sum_MGDG	1	7.003557856
5	SORBI_3005G169200	4.14E-08	Sum_MGDG_Sum_TG	1	7.38305033
5	SORBI_3005G169300	4.14E-08	Sum_MGDG_Sum_TG	1	7.38305033
5	SORBI_3005G169400	4.14E-08	Sum_MGDG_Sum_TG	1	7.38305033
5	SORBI_3005G169500	4.14E-08	Sum_MGDG_Sum_TG	1	7.38305033
5	SORBI_3005G169600	4.14E-08	Sum_MGDG_Sum_TG	1	7.38305033
5	SORBI_3005G171001	3.48E-08	Sum_DGDG_Sum_GalCer	1	7.458663555
5	SORBI_3005G171100	3.48E-08	Sum_DGDG_Sum_GalCer	1	7.458663555
5	SORBI_3005G171200	3.48E-08	Sum_DGDG_Sum_GalCer	1	7.458663555
5	SORBI_3005G172700	2.64E-10	Sum_FA_Sum_GalCer	1	9.579033341
5	SORBI_3005G172900	9.26E-08	Sum_MGDG_Sum_TG	1	7.033431319
5	SORBI_3005G173100	9.26E-08	Sum_MGDG_Sum_TG	1	7.033431319
5	SORBI_3005G173700	1.66E-08	Sum_FA_Sum_GalCer	1	7.779052912
5	SORBI_3005G173800	1.66E-08	Sum_FA_Sum_GalCer	1	7.779052912
5	SORBI_3005G173900	1.66E-08	Sum_FA_Sum_GalCer	1	7.779052912
5	SORBI_3005G174500	5.42E-08	SQDG_32_0_	1	7.265976035
5	SORBI_3005G175200	7.26E-10	FA_22_1_	1	9.13879212
5	SORBI_3005G175600	5.95E-09	TG_58_6_	1	8.225695927
5	SORBI_3005G175700	5.95E-09	TG_58_6_	1	8.225695927
5	SORBI_3005G175800	5.95E-09	TG_58_6_	1	8.225695927
5	SORBI_3005G175900	5.95E-09	TG_58_6_	1	8.225695927
5	SORBI_3005G176000	3.41E-08	Sum_LPE_Sum_MGDG	1	7.466904305
5	SORBI_3005G176100	3.41E-08	Sum_LPE_Sum_MGDG	1	7.466904305
5	SORBI_3005G176300	4.01E-09	Sum_AEG_Sum_MGDG	1	8.397326567
5	SORBI_3005G176500	4.01E-09	Sum_AEG_Sum_MGDG	1	8.397326567
5	SORBI_3005G176600	4.01E-09	Sum_AEG_Sum_MGDG	1	8.397326567
5	SORBI_3005G176700	6.35E-09	TG_48_4_	1	8.197419527
5	SORBI_3005G176800	6.35E-09	TG_48_4_	1	8.197419527
5	SORBI_3005G177800	1.59E-10	Sum_AEG_Sum_MGDG	1	9.797631853
5	SORBI_3005G181600	7.98E-08	TG_56_1_	1	7.097953083
5	SORBI_3005G181700	7.98E-08	TG_56_1_	1	7.097953083
5	SORBI_3005G184000	9.25E-09	TG_56_1_	1	8.033626064
5	SORBI_3005G184050	9.25E-09	TG_56_1_	1	8.033626064
5	SORBI_3005G184100	9.25E-09	TG_56_1_	1	8.033626064
5	SORBI_3005G184200	9.25E-09	TG_56_1_	1	8.033626064
5	SORBI_3005G184300	9.25E-09	TG_56_1_	1	8.033626064
5	SORBI_3005G184500	6.85E-08	Sum_Cer_Sum_DGDG	1	7.164371502
5	SORBI_3005G184900	1.27E-08	TG_56_1_	1	7.897784869
5	SORBI_3005G185000	1.27E-08	TG_56_1_	1	7.897784869
5	SORBI_3005G185100	1.27E-08	TG_56_1_	1	7.897784869
5	SORBI_3005G185150	1.27E-08	TG_56_1_	1	7.897784869
5	SORBI_3005G188500	2.56E-08	Sum_DG_Sum_PA	1	7.592455802
5	SORBI_3005G189100	8.78E-08	Sum_DGDG_Sum_GalCer	1	7.056637177
5	SORBI_3005G189300	8.78E-08	Sum_DGDG_Sum_GalCer	1	7.056637177
5	SORBI_3005G189400	8.78E-08	Sum_DGDG_Sum_GalCer	1	7.056637177
5	SORBI_3005G189800	2.77E-10	TG_56_1_	1	9.558196501
5	SORBI_3005G189900	2.77E-10	TG_56_1_	1	9.558196501
5	SORBI_3005G190000	1.53E-12	TG_56_1_	1	11.81393887
5	SORBI_3005G190100	1.53E-12	TG_56_1_	1	11.81393887
5	SORBI_3005G190200	1.53E-12	TG_56_1_	1	11.81393887
5	SORBI_3005G190300	1.53E-12	TG_56_1_	1	11.81393887
5	SORBI_3005G190400	1.53E-12	TG_56_1_	1	11.81393887
5	SORBI_3005G190500	3.19E-18	TG_56_1_	1	17.49563069
5	SORBI_3005G190600	7.35E-19	TG_56_1_	1	18.13376561
5	SORBI_3005G190700	7.35E-19	TG_56_1_	1	18.13376561
5	SORBI_3005G192600	1.48E-08	Sum_LPE_Sum_MGDG	1	7.829805195
5	SORBI_3005G192700	1.48E-08	Sum_LPE_Sum_MGDG	1	7.829805195
5	SORBI_3005G192801	1.48E-08	Sum_LPE_Sum_MGDG	1	7.829805195
5	SORBI_3005G192900	1.48E-08	Sum_LPE_Sum_MGDG	1	7.829805195
5	SORBI_3005G192901	1.48E-08	Sum_LPE_Sum_MGDG	1	7.829805195
5	SORBI_3005G193000	1.48E-08	Sum_LPE_Sum_MGDG	1	7.829805195
5	SORBI_3005G193100	1.48E-08	Sum_LPE_Sum_MGDG	1	7.829805195
5	SORBI_3005G195100	3.43E-10	Sum_Cer_Sum_PA	1	9.464866586
5	SORBI_3005G196500	7.57E-08	Sum_AEG_Sum_Cer	1	7.121075176
5	SORBI_3005G196533	7.57E-08	Sum_AEG_Sum_Cer	1	7.121075176
5	SORBI_3005G196566	1.17E-08	Sum_AEG_Sum_Cer	1	7.933108183
5	SORBI_3005G196600	1.17E-08	Sum_AEG_Sum_Cer	1	7.933108183
5	SORBI_3005G196700	1.17E-08	Sum_AEG_Sum_Cer	1	7.933108183
5	SORBI_3005G196800	1.17E-08	Sum_AEG_Sum_Cer	1	7.933108183
5	SORBI_3005G196900	1.17E-08	Sum_AEG_Sum_Cer	1	7.933108183
5	SORBI_3005G196950	1.17E-08	Sum_AEG_Sum_Cer	1	7.933108183
5	SORBI_3005G197000	8.29E-08	Sum_AEG_Sum_Cer	1	7.081268225
5	SORBI_3005G197100	8.29E-08	Sum_AEG_Sum_Cer	1	7.081268225
5	SORBI_3005G197200	8.29E-08	Sum_AEG_Sum_Cer	1	7.081268225
5	SORBI_3005G197300	8.29E-08	Sum_AEG_Sum_Cer	1	7.081268225
5	SORBI_3005G198100	3.08E-08	Sum_LPC_Sum_PA	1	7.510988302
5	SORBI_3005G198400	9.03E-08	TG_56_8_	1	7.044397289
5	SORBI_3005G199300	7.14E-12	TG_48_4_	1	11.14652441
5	SORBI_3005G199400	7.14E-12	TG_48_4_	1	11.14652441
5	SORBI_3005G200400	2.61E-08	TG_56_9_	1	7.583632135
5	SORBI_3005G200600	1.66E-08	TG_56_9_	1	7.779888511
5	SORBI_3005G200700	1.66E-08	TG_56_9_	1	7.779888511
5	SORBI_3005G200800	4.48E-08	TG_56_9_	1	7.348326357
5	SORBI_3005G202200	7.32E-08	Sum_DGDG_Sum_MGDG	1	7.135248996
5	SORBI_3005G202300	7.32E-08	Sum_DGDG_Sum_MGDG	1	7.135248996
5	SORBI_3005G202400	7.32E-08	Sum_DGDG_Sum_MGDG	1	7.135248996
5	SORBI_3005G202500	7.32E-08	Sum_DGDG_Sum_MGDG	1	7.135248996
5	SORBI_3005G204600	6.20E-10	TG_56_8_	1	9.207768889
5	SORBI_3005G204700	6.20E-10	TG_56_8_	1	9.207768889
5	SORBI_3005G205800	7.62E-08	Sum_Cer_Sum_PA	1	7.11802719
5	SORBI_3005G212400	3.06E-08	Sum_SQDG_Sum_TG	1	7.514552578
5	SORBI_3005G212500	3.06E-08	Sum_SQDG_Sum_TG	1	7.514552578
5	SORBI_3005G213200	4.37E-08	Sum_AEG_Sum_Cer	1	7.359771561
5	SORBI_3005G213300	4.37E-08	Sum_AEG_Sum_Cer	1	7.359771561
5	SORBI_3005G213500	8.08E-12	Sum_SQDG_Sum_TG	1	11.09280068
5	SORBI_3005G213600	8.08E-12	Sum_SQDG_Sum_TG	1	11.09280068
5	SORBI_3005G213700	8.08E-12	Sum_SQDG_Sum_TG	1	11.09280068
5	SORBI_3005G215766	1.86E-08	Sum_LPE_Sum_MGDG	1	7.73070963
5	SORBI_3005G215832	1.86E-08	Sum_LPE_Sum_MGDG	1	7.73070963
5	SORBI_3005G215900	1.86E-08	Sum_LPE_Sum_MGDG	1	7.73070963
5	SORBI_3005G216000	1.86E-08	Sum_LPE_Sum_MGDG	1	7.73070963
5	SORBI_3005G216100	1.86E-08	Sum_LPE_Sum_MGDG	1	7.73070963
5	SORBI_3005G216200	1.86E-08	Sum_LPE_Sum_MGDG	1	7.73070963
5	SORBI_3005G217000	5.74E-08	Sum_SQDG_Sum_TG	1	7.240763189
5	SORBI_3005G217101	5.74E-08	Sum_SQDG_Sum_TG	1	7.240763189
5	SORBI_3005G217200	5.74E-08	Sum_SQDG_Sum_TG	1	7.240763189
5	SORBI_3005G217300	5.80E-09	Sum_PA_Sum_SQDG	1	8.236711303
5	SORBI_3005G217400	5.80E-09	Sum_PA_Sum_SQDG	1	8.236711303
5	SORBI_3005G218400	8.88E-08	DG_34_4_	1	7.051809325
5	SORBI_3005G218500	8.88E-08	DG_34_4_	1	7.051809325
5	SORBI_3005G218600	8.88E-08	DG_34_4_	1	7.051809325
5	SORBI_3005G219000	8.36E-08	Sum_LPC_Sum_PE	1	7.077694511
5	SORBI_3005G219100	8.36E-08	Sum_LPC_Sum_PE	1	7.077694511
5	SORBI_3005G219600	7.87E-09	Sum_SQDG_Sum_TG	1	8.104044913
5	SORBI_3005G219700	7.87E-09	Sum_SQDG_Sum_TG	1	8.104044913
5	SORBI_3005G219800	7.87E-09	Sum_SQDG_Sum_TG	1	8.104044913
5	SORBI_3005G219900	7.87E-09	Sum_SQDG_Sum_TG	1	8.104044913
5	SORBI_3005G220000	1.98E-08	Sum_SQDG_Sum_TG	1	7.703815871
5	SORBI_3005G222200	1.11E-08	Sum_PC_Sum_PE	1	7.953023983
5	SORBI_3005G222400	7.81E-09	Sum_AEG_Sum_Cer	1	8.107528949
5	SORBI_3005G222500	7.81E-09	Sum_AEG_Sum_Cer	1	8.107528949
5	SORBI_3005G225300	9.67E-08	Sum_DG_Sum_TG	1	7.01439275
6	SORBI_3006G000600	7.24E-08	Sum_AEG_Sum_PS	1	7.140204032
6	SORBI_3006G000700	7.24E-08	Sum_AEG_Sum_PS	1	7.140204032
6	SORBI_3006G002300	6.48E-08	Sum_MGDG_Sum_TG	1	7.18813469
6	SORBI_3006G002400	6.48E-08	Sum_MGDG_Sum_TG	1	7.18813469
6	SORBI_3006G004400	1.37E-08	Sum_MGDG_Sum_TG	1	7.862972365
6	SORBI_3006G005400	1.58E-08	Sum_FA_Sum_LPC	1	7.800173269
6	SORBI_3006G005500	1.58E-08	Sum_FA_Sum_LPC	1	7.800173269
6	SORBI_3006G005550	1.58E-08	Sum_FA_Sum_LPC	1	7.800173269
6	SORBI_3006G007300	2.28E-08	Sum_LPE_Sum_PE	1	7.642452381
6	SORBI_3006G009900	8.89E-08	Sum_PA_Sum_PS	1	7.051111576
6	SORBI_3006G010000	8.89E-08	Sum_PA_Sum_PS	1	7.051111576
6	SORBI_3006G010301	2.90E-08	Sum_PA_Sum_PS	1	7.537256351
6	SORBI_3006G011500	1.23E-09	Sum_LPC_Sum_TG	1	8.911681723
6	SORBI_3006G014300	3.19E-08	TG_56_8_	1	7.496273989
6	SORBI_3006G014800	2.60E-08	Sum_LPC_Sum_TG	1	7.584660162
6	SORBI_3006G015000	7.63E-09	Sum_FA_Sum_PC	1	8.117220083
6	SORBI_3006G015800	7.34E-08	TG_56_1_	1	7.134218332
6	SORBI_3006G015900	7.34E-08	TG_56_1_	1	7.134218332
6	SORBI_3006G016000	7.34E-08	TG_56_1_	1	7.134218332
6	SORBI_3006G016700	3.98E-08	SQDG_32_0_	1	7.40034996
6	SORBI_3006G017266	1.84E-09	Sum_PC_Sum_PG	1	8.735753745
6	SORBI_3006G017332	1.84E-09	Sum_PC_Sum_PG	1	8.735753745
6	SORBI_3006G018900	5.63E-08	SQDG_32_0_	1	7.249859484
6	SORBI_3006G019200	8.88E-08	Sum_AEG_Sum_PG	1	7.051804431
6	SORBI_3006G019901	9.98E-09	Sum_Cer_Sum_PA	1	8.000692992
6	SORBI_3006G020200	7.79E-08	Sum_LPC_Sum_PC	1	7.108357354
6	SORBI_3006G020400	7.28E-08	Sum_FA_Sum_LPC	1	7.137930011
6	SORBI_3006G021700	2.67E-08	Sum_Cer_Sum_PA	1	7.572839572
6	SORBI_3006G021800	2.67E-08	Sum_Cer_Sum_PA	1	7.572839572
6	SORBI_3006G021900	3.06E-08	Sum_Cer_Sum_PA	1	7.513706987
6	SORBI_3006G022000	3.06E-08	Sum_Cer_Sum_PA	1	7.513706987
6	SORBI_3006G022700	6.29E-08	SQDG_32_0_	1	7.201182711
6	SORBI_3006G023000	1.90E-08	Sum_FA_Sum_PA	1	7.720772819
6	SORBI_3006G023100	1.90E-08	Sum_FA_Sum_PA	1	7.720772819
6	SORBI_3006G025066	1.46E-08	Sum_Cer_Sum_PA	1	7.836177545
6	SORBI_3006G025132	1.46E-08	Sum_Cer_Sum_PA	1	7.836177545
6	SORBI_3006G025350	7.06E-09	Sum_LPC_Sum_PE	1	8.151265001
6	SORBI_3006G025500	7.21E-09	Sum_LPC_Sum_PE	1	8.142003601
6	SORBI_3006G025550	7.21E-09	Sum_LPC_Sum_PE	1	8.142003601
6	SORBI_3006G029100	4.82E-08	Sum_Cer_Sum_PA	1	7.316889985
6	SORBI_3006G029800	5.80E-08	Sum_DGDG_Sum_PA	1	7.236414641
6	SORBI_3006G029900	5.59E-08	Sum_DGDG_Sum_PA	1	7.252389348
6	SORBI_3006G030001	5.59E-08	Sum_DGDG_Sum_PA	1	7.252389348
6	SORBI_3006G032033	4.89E-09	Sum_FA_Sum_GalCer	1	8.311110717
6	SORBI_3006G034100	2.54E-08	SQDG_32_0_	1	7.595558009
6	SORBI_3006G034500	5.14E-08	Sum_DGDG_Sum_PA	1	7.289153497
6	SORBI_3006G035400	2.15E-08	Sum_Cer_Sum_PA	1	7.668015463
6	SORBI_3006G035500	2.15E-08	Sum_Cer_Sum_PA	1	7.668015463
6	SORBI_3006G036000	7.28E-08	Sum_FA_Sum_GalCer	1	7.138108802
6	SORBI_3006G036300	6.74E-08	Sum_LPE_Sum_MGDG	1	7.171652276
6	SORBI_3006G036566	5.00E-08	Sum_Cer_Sum_PA	1	7.300775313
6	SORBI_3006G036632	2.23E-08	Sum_Cer_Sum_PA	1	7.651370414
6	SORBI_3006G036801	5.14E-08	Sum_Cer_Sum_PA	1	7.289380059
6	SORBI_3006G037050	3.68E-08	Sum_Cer_Sum_PA	1	7.434652498
6	SORBI_3006G037100	3.68E-08	Sum_Cer_Sum_PA	1	7.434652498
6	SORBI_3006G037500	4.05E-08	Sum_Cer_Sum_PA	1	7.392895771
6	SORBI_3006G037650	4.04E-10	Sum_FA_Sum_GalCer	1	9.393647876
6	SORBI_3006G038300	1.38E-13	Sum_Cer_Sum_PC	1	12.85999882
6	SORBI_3006G040101	3.13E-08	Sum_SQDG_Sum_TG	1	7.5044805
6	SORBI_3006G040900	1.20E-08	Sum_LPC_Sum_PA	1	7.921507294
6	SORBI_3006G042100	4.69E-08	Sum_Cer_Sum_PA	1	7.328396225
6	SORBI_3006G042600	4.80E-08	AEG_o_36_6_	1	7.318877939
6	SORBI_3006G042800	4.80E-08	AEG_o_36_6_	1	7.318877939
6	SORBI_3006G042900	4.80E-08	AEG_o_36_6_	1	7.318877939
6	SORBI_3006G043101	4.80E-08	AEG_o_36_6_	1	7.318877939
6	SORBI_3006G043300	1.83E-12	Sum_FA_Sum_LPC	1	11.73768492
6	SORBI_3006G043400	1.83E-12	Sum_FA_Sum_LPC	1	11.73768492
6	SORBI_3006G043800	2.05E-08	Sum_Cer_Sum_PC	1	7.688953662
6	SORBI_3006G044000	9.25E-09	Sum_LPE_Sum_MGDG	1	8.033876015
6	SORBI_3006G044532	2.47E-08	TG_48_4_	1	7.607364943
6	SORBI_3006G044800	1.14E-08	SQDG_32_0_	1	7.943064673
6	SORBI_3006G045400	7.29E-08	Sum_DG_Sum_PA	1	7.137068419
6	SORBI_3006G045500	6.98E-08	Sum_Cer_Sum_PA	1	7.156103328
6	SORBI_3006G046200	1.57E-08	Sum_LPC_Sum_MGDG	1	7.803660467
6	SORBI_3006G047350	1.04E-08	TG_48_4_	1	7.981756916
6	SORBI_3006G047900	9.65E-11	Sum_LPE_Sum_PE	1	10.01538525
6	SORBI_3006G048300	2.04E-08	Sum_FA_Sum_GalCer	1	7.691336148
6	SORBI_3006G048400	2.04E-08	Sum_FA_Sum_GalCer	1	7.691336148
6	SORBI_3006G048500	2.04E-08	Sum_FA_Sum_GalCer	1	7.691336148
6	SORBI_3006G048600	2.04E-08	Sum_FA_Sum_GalCer	1	7.691336148
6	SORBI_3006G048850	7.12E-11	Sum_FA_Sum_GalCer	1	10.14780721
6	SORBI_3006G048925	4.27E-09	Sum_AEG_Sum_MG	1	8.369444805
6	SORBI_3006G049000	7.77E-09	MG_20_4_	1	8.109324292
6	SORBI_3006G049100	7.77E-09	MG_20_4_	1	8.109324292
6	SORBI_3006G049800	2.84E-08	TG_58_5_	1	7.546837055
6	SORBI_3006G049900	2.84E-08	TG_58_5_	1	7.546837055
6	SORBI_3006G050050	1.73E-12	Sum_FA_Sum_GalCer	1	11.76103983
