Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number			Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
									10	SORBI_3010G144250	SQDG(16:0_18:1)	46	SNP_38848410	7.37E-10	1
									10	SORBI_3010G144450	SQDG(16:0_18:1)	42	SNP_38911416	1.81E-09	1
									10	SORBI_3010G144500	SQDG(16:0_18:1)	83	SNP_39414530	9.50E-09	1
									10	SORBI_3010G144600	SQDG(16:0_18:1)	61	SNP_39536027	3.32E-09	1
									10	SORBI_3010G144800	SQDG(16:0_18:1)	71	SNP_40134524	9.58E-10	1
									10	SORBI_3010G144900	SQDG(16:0_18:1)	76	SNP_40188403	2.71E-08	1
									10	SORBI_3010G145100	SQDG(16:0_18:1)	32	SNP_40822424	3.59E-10	1
									10	SORBI_3010G145200	SQDG(16:0_18:1)	77	SNP_40893737	5.81E-09	1
									10	SORBI_3010G145300	SQDG(16:0_18:1)	81	SNP_40903261	5.81E-09	1
									10	SORBI_3010G145650	SQDG(16:0_18:1)	95	SNP_41221853	1.61E-10	1
									10	SORBI_3010G145800	SQDG(16:0_18:1)	69	SNP_41268305	4.11E-09	1
									10	SORBI_3010G145900	SQDG(16:0_18:1)	55	SNP_41285507	5.81E-09	1
									10	SORBI_3010G146000	SQDG(16:0_18:1)	58	SNP_41338030	2.13E-08	1
									10	SORBI_3010G146200	SQDG(16:0_18:1)	56	SNP_41434716	8.78E-09	1
									10	SORBI_3010G146300	SQDG(16:0_18:1)	68	SNP_41434716	7.68E-09	1
									10	SORBI_3010G146400	SQDG(16:0_18:1)	62	SNP_41647590	4.14E-09	1
									10	SORBI_3010G146500	SQDG(16:0_18:1)	59	SNP_41731010	4.71E-10	1
									10	SORBI_3010G146600	SQDG(16:0_18:1)	92	SNP_41878828	2.73E-08	1
									10	SORBI_3010G146700	SQDG(16:0_18:1)	28	SNP_41890245	4.02E-08	1
									10	SORBI_3010G146800	SQDG(16:0_18:1)	17	SNP_41902325	5.64E-08	1
									10	SORBI_3010G146900	SQDG(16:0_18:1)	13	SNP_41910097	5.64E-08	1
									10	SORBI_3010G147000	SQDG(16:0_18:1)	26	SNP_41910097	2.67E-08	1
									10	SORBI_3010G147100	SQDG(16:0_18:1)	31	SNP_41994298	1.55E-08	1
									10	SORBI_3010G147200	SQDG(16:0_18:1)	66	SNP_42028412	5.93E-10	1
									10	SORBI_3010G147400	SQDG(16:0_18:1)	88	SNP_42233380	1.69E-09	1
									10	SORBI_3010G147500	SQDG(16:0_18:1)	52	SNP_42242800	1.38E-08	1
									10	SORBI_3010G147600	SQDG(16:0_18:1)	57	SNP_42271734	2.16E-08	1
									10	SORBI_3010G147833	SQDG(16:0_18:1)	78	SNP_42319139	1.29E-08	1
									10	SORBI_3010G147966	SQDG(16:0_18:1)	20	SNP_42359882	4.45E-08	1
									10	SORBI_3010G148100	SQDG(16:0_18:1)	29	SNP_42362223	3.52E-08	1
									10	SORBI_3010G148200	SQDG(16:0_18:1)	29	SNP_42373128	1.62E-08	1
									10	SORBI_3010G148400	SQDG(16:0_18:1)	43	SNP_42373128	1.04E-08	1
									10	SORBI_3010G148501	SQDG(16:0_18:1)	62	SNP_42419954	7.42E-10	1
									10	SORBI_3010G148700	SQDG(16:0_18:1)	72	SNP_42579704	6.32E-10	1
									10	SORBI_3010G148750	SQDG(16:0_18:1)	55	SNP_42776493	4.69E-10	1
									10	SORBI_3010G148866	SQDG(16:0_18:1)	21	SNP_42855643	6.99E-10	1
									10	SORBI_3010G149200	SQDG(16:0_18:1)	44	SNP_42967957	4.52E-10	1
									10	SORBI_3010G149300	SQDG(16:0_18:1)	54	SNP_42967957	4.52E-10	1
									10	SORBI_3010G149700	SQDG(16:0_18:1)	70	SNP_43178198	2.38E-09	1
									10	SORBI_3010G149800	SQDG(16:0_18:1)	69	SNP_43181932	2.38E-09	1
									10	SORBI_3010G149900	SQDG(16:0_18:1)	99	SNP_43236362	3.04E-10	1
									10	SORBI_3010G150000	SQDG(16:0_18:1)	97	SNP_43239776	1.66E-09	1
									10	SORBI_3010G150100	SQDG(16:0_18:1)	93	SNP_43248324	1.66E-09	1
									10	SORBI_3010G150200	SQDG(16:0_18:1)	80	SNP_43256369	1.66E-09	1
									10	SORBI_3010G150325	SQDG(16:0_18:1)	101	SNP_43359152	5.17E-10	1
									10	SORBI_3010G150450	SQDG(16:0_18:1)	74	SNP_43361938	5.17E-10	1
									10	SORBI_3010G150575	SQDG(16:0_18:1)	68	SNP_43366023	5.17E-10	1
									10	SORBI_3010G150600	SQDG(16:0_18:1)	70	SNP_43371867	5.17E-10	1
									10	SORBI_3010G150700	SQDG(16:0_18:1)	84	SNP_43378996	5.17E-10	1
									10	SORBI_3010G150701	SQDG(16:0_18:1)	20	SNP_43504729	1.36E-09	1
									10	SORBI_3010G150800	SQDG(16:0_18:1)	227	SNP_43580249	7.59E-10	1
									10	SORBI_3010G150900	SQDG(16:0_18:1)	58	SNP_43611919	4.88E-09	1
									10	SORBI_3010G151000	SQDG(16:0_18:1)	79	SNP_43614475	4.88E-09	1
									10	SORBI_3010G151050	SQDG(16:0_18:1)	20	SNP_43723445	6.83E-08	1
									10	SORBI_3010G151100	SQDG(16:0_18:1)	17	SNP_43728765	6.83E-08	1
									10	SORBI_3010G151200	SQDG(16:0_18:1)	37	SNP_43743953	7.51E-08	1
									10	SORBI_3010G151325	SQDG(16:0_18:1)	45	SNP_43759571	4.67E-08	1
									10	SORBI_3010G151450	SQDG(16:0_18:1)	78	SNP_43951481	9.10E-09	1
									10	SORBI_3010G151700	SQDG(16:0_18:1)	32	SNP_44024967	2.47E-08	1
									10	SORBI_3010G151900	SQDG(16:0_18:1)	25	SNP_44067352	1.53E-09	1
									10	SORBI_3010G152000	SQDG(16:0_18:1)	36	SNP_44069178	1.53E-09	1
									10	SORBI_3010G154300	SQDG(16:0_18:1)	17	SNP_45518861	2.23E-09	1
									10	SORBI_3010G154400	SQDG(16:0_18:1)	17	SNP_45525426	2.23E-09	1
									10	SORBI_3010G155200	SQDG(16:0_18:1)	15	SNP_45654498	3.92E-10	1
									10	SORBI_3010G156200	SQDG(16:0_18:1)	26	SNP_46015275	8.05E-08	1
									10	SORBI_3010G156300	SQDG(16:0_18:1)	24	SNP_46015275	8.05E-08	1
									10	SORBI_3010G156400	SQDG(16:0_18:1)	235	SNP_46029246	8.05E-08	1
									10	SORBI_3010G160000	SQDG(16:0_18:1)	2	SNP_47018708	4.36E-09	1
									10	SORBI_3010G160033	SQDG(16:0_18:1)	4	SNP_47018708	4.36E-09	1
									10	SORBI_3010G160066	SQDG(16:0_18:1)	4	SNP_47038419	4.36E-09	1
									10	SORBI_3010G162700	SQDG(16:0_18:1)	39	SNP_48062394	3.39E-09	1
									10	SORBI_3010G163000	SQDG(16:0_18:1)	51	SNP_48101573	3.39E-09	1
									10	SORBI_3010G164000	SQDG(16:0_18:1)	42	SNP_48231624	1.90E-08	1
									10	SORBI_3010G164100	SQDG(16:0_18:1)	21	SNP_48389725	2.54E-08	1
									10	SORBI_3010G164150	SQDG(16:0_18:1)	15	SNP_48498229	2.87E-08	1
									10	SORBI_3010G165500	SQDG(16:0_18:1)	42	SNP_48908090	1.76E-08	1
									1	SORBI_3001G257400	SQDG(16:0_18:2)	7	SNP_30441127	5.44E-08	1
									1	SORBI_3001G257600	SQDG(16:0_18:2)	6	SNP_30442792	5.44E-08	1
									1	SORBI_3001G257650	SQDG(16:0_18:2)	5	SNP_30449992	5.44E-08	1
									4	SORBI_3004G134000	SQDG(16:0_18:2)	7	SNP_22418766	5.47E-08	1
									5	SORBI_3005G110520	SQDG(16:0_18:2)	42	SNP_34037074	5.47E-08	1
									5	SORBI_3005G110523	SQDG(16:0_18:2)	62	SNP_34056921	5.47E-08	1
									7	SORBI_3007G095100	SQDG(16:0_18:2)	9	SNP_17567023	5.47E-08	1
									7	SORBI_3007G096000	SQDG(16:0_18:2)	6	SNP_17752314	5.50E-08	1
									1	SORBI_3001G291500	SQDG(16:0_18:3)	14	SNP_56826628	4.27E-08	1
									1	SORBI_3001G014200	SQDG(18:3_18:3)	28	SNP_1284938	5.11E-08	1
									1	SORBI_3001G014300	SQDG(18:3_18:3)	34	SNP_1288312	5.11E-08	1
									1	SORBI_3001G014400	SQDG(18:3_18:3)	31	SNP_1295764	5.11E-08	1
									1	SORBI_3001G014500	SQDG(18:3_18:3)	19	SNP_1304789	5.11E-08	1
									1	SORBI_3001G014600	SQDG(18:3_18:3)	19	SNP_1304789	5.11E-08	1
									2	SORBI_3002G100766	SQDG(18:3_18:3)	16	SNP_11165578	1.14E-08	1
									2	SORBI_3002G100832	SQDG(18:3_18:3)	13	SNP_11172497	1.14E-08	1
									2	SORBI_3002G100900	SQDG(18:3_18:3)	10	SNP_11173869	1.14E-08	1
									3	SORBI_3003G033000	SQDG(18:3_18:3)	161	SNP_3035324	3.90E-08	1
									3	SORBI_3003G033100	SQDG(18:3_18:3)	191	SNP_3038125	5.26E-09	1
									3	SORBI_3003G033200	SQDG(18:3_18:3)	180	SNP_3044078	5.26E-09	1
									3	SORBI_3003G033300	SQDG(18:3_18:3)	174	SNP_3047136	5.26E-09	1
									3	SORBI_3003G033400	SQDG(18:3_18:3)	171	SNP_3050740	5.26E-09	1
									3	SORBI_3003G033500	SQDG(18:3_18:3)	114	SNP_3054068	5.26E-09	1
									3	SORBI_3003G033600	SQDG(18:3_18:3)	93	SNP_3060250	5.26E-09	1
									3	SORBI_3003G078300	SQDG(18:3_18:3)	13	SNP_6721776	1.10E-08	1
									3	SORBI_3003G078400	SQDG(18:3_18:3)	10	SNP_6740460	1.10E-08	1
									3	SORBI_3003G078501	SQDG(18:3_18:3)	19	SNP_6741164	1.10E-08	1
									5	SORBI_3005G217700	SQDG(18:3_18:3)	30	SNP_70354256	1.41E-08	1
									5	SORBI_3005G217766	SQDG(18:3_18:3)	10	SNP_70364936	1.41E-08	1
									8	SORBI_3008G044000	SQDG(18:3_18:3)	33	SNP_4332978	2.67E-08	1
									8	SORBI_3008G044100	SQDG(18:3_18:3)	44	SNP_4344052	2.67E-08	1
									8	SORBI_3008G044200	SQDG(18:3_18:3)	44	SNP_4357311	2.67E-08	1
									8	SORBI_3008G044300	SQDG(18:3_18:3)	44	SNP_4357311	2.67E-08	1
									8	SORBI_3008G044400	SQDG(18:3_18:3)	37	SNP_4362371	6.58E-08	1
									10	SORBI_3010G068100	SQDG(18:3_18:3)	50	SNP_5455511	6.13E-08	1
									10	SORBI_3010G068200	SQDG(18:3_18:3)	46	SNP_5458337	6.13E-08	1
									10	SORBI_3010G068300	SQDG(18:3_18:3)	22	SNP_5471668	6.13E-08	1
									10	SORBI_3010G068400	SQDG(18:3_18:3)	24	SNP_5474530	6.13E-08	1
									10	SORBI_3010G216200	SQDG(18:3_18:3)	19	SNP_55944763	3.62E-08	1
									10	SORBI_3010G216300	SQDG(18:3_18:3)	19	SNP_55957759	3.62E-08	1
									10	SORBI_3010G216400	SQDG(18:3_18:3)	20	SNP_55957759	3.62E-08	1
									10	SORBI_3010G216500	SQDG(18:3_18:3)	22	SNP_55957759	3.62E-08	1
									10	SORBI_3010G216600	SQDG(18:3_18:3)	19	SNP_55961722	3.62E-08	1
									1	SORBI_3001G282500	TG(10:0_10:0_10:0)	4	SNP_55461534	2.66E-14	1
									1	SORBI_3001G282600	TG(10:0_10:0_10:0)	5	SNP_55461534	2.66E-14	1
									1	SORBI_3001G282700	TG(10:0_10:0_10:0)	8	SNP_55461534	2.66E-14	1
									2	SORBI_3002G209600	TG(10:0_10:0_10:0)	11	SNP_60152169	8.14E-08	1
									4	SORBI_3004G146700	TG(10:0_10:0_10:0)	14	SNP_45641215	2.54E-13	1
									7	SORBI_3007G146600	TG(10:0_10:0_10:0)	20	SNP_57664184	2.06E-08	1
									8	SORBI_3008G065100	TG(10:0_10:0_10:0)	10	SNP_7244809	1.46E-08	1
									8	SORBI_3008G065200	TG(10:0_10:0_10:0)	28	SNP_7244809	1.46E-08	1
									8	SORBI_3008G188400	TG(10:0_10:0_10:0)	7	SNP_62268873	8.19E-08	1
									8	SORBI_3008G188500	TG(10:0_10:0_10:0)	7	SNP_62268873	8.19E-08	1
									9	SORBI_3009G113200	TG(10:0_10:0_10:0)	25	SNP_45402591	6.46E-09	1
									9	SORBI_3009G113300	TG(10:0_10:0_10:0)	17	SNP_45406341	6.46E-09	1
									9	SORBI_3009G113400	TG(10:0_10:0_10:0)	15	SNP_45407757	6.46E-09	1
									9	SORBI_3009G113500	TG(10:0_10:0_10:0)	14	SNP_45414107	6.46E-09	1
									9	SORBI_3009G113600	TG(10:0_10:0_10:0)	56	SNP_45441699	2.69E-09	1
									9	SORBI_3009G113700	TG(10:0_10:0_10:0)	69	SNP_45441699	2.69E-09	1
									9	SORBI_3009G113800	TG(10:0_10:0_10:0)	358	SNP_45469243	6.49E-09	1
									9	SORBI_3009G113900	TG(10:0_10:0_10:0)	260	SNP_45479588	6.49E-09	1
									2	SORBI_3002G043400	TG(12:0_18:1_18:3)	20	SNP_4116501	9.42E-08	1
									2	SORBI_3002G043500	TG(12:0_18:1_18:3)	27	SNP_4118783	9.42E-08	1
									2	SORBI_3002G043600	TG(12:0_18:1_18:3)	30	SNP_4135291	9.42E-08	1
									2	SORBI_3002G043700	TG(12:0_18:1_18:3)	30	SNP_4135291	9.42E-08	1
									2	SORBI_3002G050700	TG(12:0_18:1_18:3)	34	SNP_4801283	3.55E-09	1
									2	SORBI_3002G050900	TG(12:0_18:1_18:3)	22	SNP_4814305	3.55E-09	1
									2	SORBI_3002G312200	TG(12:0_18:1_18:3)	33	SNP_68563936	9.50E-10	1
									2	SORBI_3002G312300	TG(12:0_18:1_18:3)	39	SNP_68566096	9.50E-10	1
									2	SORBI_3002G312400	TG(12:0_18:1_18:3)	20	SNP_68582506	9.50E-10	1
									2	SORBI_3002G312500	TG(12:0_18:1_18:3)	20	SNP_68582506	9.50E-10	1
									2	SORBI_3002G312550	TG(12:0_18:1_18:3)	20	SNP_68582506	9.50E-10	1
									2	SORBI_3002G338700	TG(12:0_18:1_18:3)	54	SNP_70580517	3.00E-10	1
									2	SORBI_3002G358400	TG(12:0_18:1_18:3)	32	SNP_72072755	2.91E-08	1
									2	SORBI_3002G358450	TG(12:0_18:1_18:3)	25	SNP_72075614	2.91E-08	1
									2	SORBI_3002G358500	TG(12:0_18:1_18:3)	23	SNP_72076601	2.91E-08	1
									2	SORBI_3002G358600	TG(12:0_18:1_18:3)	13	SNP_72087603	2.91E-08	1
									2	SORBI_3002G381100	TG(12:0_18:1_18:3)	140	SNP_73694926	3.68E-09	1
									2	SORBI_3002G381200	TG(12:0_18:1_18:3)	136	SNP_73698289	3.68E-09	1
									2	SORBI_3002G381300	TG(12:0_18:1_18:3)	132	SNP_73706595	3.68E-09	1
									2	SORBI_3002G381400	TG(12:0_18:1_18:3)	27	SNP_73723080	7.99E-09	1
									3	SORBI_3003G055450	TG(12:0_18:1_18:3)	22	SNP_4965562	1.18E-08	1
									3	SORBI_3003G055500	TG(12:0_18:1_18:3)	19	SNP_4971465	1.18E-08	1
									3	SORBI_3003G055600	TG(12:0_18:1_18:3)	15	SNP_4977168	1.18E-08	1
									3	SORBI_3003G055700	TG(12:0_18:1_18:3)	7	SNP_4979984	1.18E-08	1
									3	SORBI_3003G348100	TG(12:0_18:1_18:3)	57	SNP_66858243	1.10E-08	1
									3	SORBI_3003G348200	TG(12:0_18:1_18:3)	62	SNP_66858243	1.10E-08	1
									3	SORBI_3003G348300	TG(12:0_18:1_18:3)	68	SNP_66865984	1.10E-08	1
									3	SORBI_3003G348400	TG(12:0_18:1_18:3)	48	SNP_66868931	1.10E-08	1
									3	SORBI_3003G348500	TG(12:0_18:1_18:3)	21	SNP_66874560	1.10E-08	1
									4	SORBI_3004G116000	TG(12:0_18:1_18:3)	31	SNP_12084816	5.83E-08	1
									4	SORBI_3004G116050	TG(12:0_18:1_18:3)	32	SNP_12084816	5.83E-08	1
									4	SORBI_3004G116100	TG(12:0_18:1_18:3)	16	SNP_12092231	5.83E-08	1
									5	SORBI_3005G161900	TG(12:0_18:1_18:3)	9	SNP_63700619	3.34E-10	1
									5	SORBI_3005G162000	TG(12:0_18:1_18:3)	18	SNP_63705779	3.34E-10	1
									6	SORBI_3006G063500	TG(12:0_18:1_18:3)	62	SNP_42257039	4.95E-08	1
									6	SORBI_3006G063600	TG(12:0_18:1_18:3)	94	SNP_42261303	4.95E-08	1
									6	SORBI_3006G063700	TG(12:0_18:1_18:3)	102	SNP_42280303	7.87E-09	1
									6	SORBI_3006G067100	TG(12:0_18:1_18:3)	241	SNP_42745766	8.54E-08	1
									6	SORBI_3006G067150	TG(12:0_18:1_18:3)	227	SNP_42746342	8.54E-08	1
									6	SORBI_3006G067200	TG(12:0_18:1_18:3)	165	SNP_42749358	8.54E-08	1
									6	SORBI_3006G067300	TG(12:0_18:1_18:3)	149	SNP_42757148	8.54E-08	1
									6	SORBI_3006G067400	TG(12:0_18:1_18:3)	167	SNP_42761622	8.54E-08	1
									8	SORBI_3008G095900	TG(12:0_18:1_18:3)	24	SNP_45187129	6.91E-08	1
									9	SORBI_3009G055400	TG(12:0_18:1_18:3)	242	SNP_5585161	5.94E-09	1
									9	SORBI_3009G055500	TG(12:0_18:1_18:3)	241	SNP_5608528	5.94E-09	1
									9	SORBI_3009G055550	TG(12:0_18:1_18:3)	137	SNP_5615261	1.14E-08	1
									9	SORBI_3009G055600	TG(12:0_18:1_18:3)	110	SNP_5616330	1.14E-08	1
									9	SORBI_3009G055700	TG(12:0_18:1_18:3)	66	SNP_5620135	4.08E-08	1
									9	SORBI_3009G069200	TG(12:0_18:1_18:3)	75	SNP_7951325	6.05E-08	1
									9	SORBI_3009G069500	TG(12:0_18:1_18:3)	44	SNP_8006695	6.39E-08	1
									9	SORBI_3009G069600	TG(12:0_18:1_18:3)	42	SNP_8022149	6.39E-08	1
									10	SORBI_3010G108200	TG(12:0_18:1_18:3)	22	SNP_10690326	7.07E-08	1
									10	SORBI_3010G108401	TG(12:0_18:1_18:3)	68	SNP_10779686	9.96E-08	1
									10	SORBI_3010G108500	TG(12:0_18:1_18:3)	54	SNP_10785558	9.96E-08	1
									10	SORBI_3010G108600	TG(12:0_18:1_18:3)	22	SNP_10789335	9.96E-08	1
									1	SORBI_3001G003900	TG(12:0_18:2_18:3)	4	SNP_329488	6.16E-09	1
									1	SORBI_3001G004000	TG(12:0_18:2_18:3)	5	SNP_343409	6.16E-09	1
									1	SORBI_3001G004100	TG(12:0_18:2_18:3)	6	SNP_343409	6.16E-09	1
									1	SORBI_3001G133800	TG(12:0_18:2_18:3)	21	SNP_10545689	9.36E-08	1
									1	SORBI_3001G187300	TG(12:0_18:2_18:3)	22	SNP_16456857	1.21E-08	1
									1	SORBI_3001G194700	TG(12:0_18:2_18:3)	15	SNP_17443660	2.09E-08	1
									1	SORBI_3001G194800	TG(12:0_18:2_18:3)	15	SNP_17443660	2.09E-08	1
									1	SORBI_3001G194900	TG(12:0_18:2_18:3)	13	SNP_17449099	2.09E-08	1
									1	SORBI_3001G205350	TG(12:0_18:2_18:3)	133	SNP_18767016	8.68E-09	1
									1	SORBI_3001G205500	TG(12:0_18:2_18:3)	135	SNP_18771270	8.68E-09	1
									1	SORBI_3001G205600	TG(12:0_18:2_18:3)	80	SNP_18779133	8.68E-09	1
									1	SORBI_3001G205700	TG(12:0_18:2_18:3)	74	SNP_18780400	8.68E-09	1
									1	SORBI_3001G205800	TG(12:0_18:2_18:3)	76	SNP_18783569	8.68E-09	1
									1	SORBI_3001G205900	TG(12:0_18:2_18:3)	62	SNP_18786392	8.68E-09	1
									1	SORBI_3001G217900	TG(12:0_18:2_18:3)	12	SNP_20281781	5.39E-09	1
									1	SORBI_3001G218200	TG(12:0_18:2_18:3)	13	SNP_20302450	5.33E-09	1
									1	SORBI_3001G218300	TG(12:0_18:2_18:3)	15	SNP_20304228	5.33E-09	1
									1	SORBI_3001G218400	TG(12:0_18:2_18:3)	30	SNP_20315663	5.33E-09	1
									1	SORBI_3001G218500	TG(12:0_18:2_18:3)	31	SNP_20323381	5.25E-09	1
									1	SORBI_3001G218600	TG(12:0_18:2_18:3)	29	SNP_20333811	2.16E-09	1
									1	SORBI_3001G218701	TG(12:0_18:2_18:3)	10	SNP_20362401	9.34E-09	1
									1	SORBI_3001G218800	TG(12:0_18:2_18:3)	13	SNP_20362401	3.50E-09	1
									1	SORBI_3001G218900	TG(12:0_18:2_18:3)	16	SNP_20362401	1.71E-09	1
									1	SORBI_3001G221200	TG(12:0_18:2_18:3)	18	SNP_20804759	3.96E-09	1
									1	SORBI_3001G258400	TG(12:0_18:2_18:3)	36	SNP_30663899	5.77E-14	1
									1	SORBI_3001G300600	TG(12:0_18:2_18:3)	18	SNP_58202462	9.44E-11	1
									1	SORBI_3001G300700	TG(12:0_18:2_18:3)	19	SNP_58208057	9.44E-11	1
									1	SORBI_3001G309666	TG(12:0_18:2_18:3)	75	SNP_59526478	5.57E-08	1
									1	SORBI_3001G309732	TG(12:0_18:2_18:3)	5	SNP_59536974	5.57E-08	1
									1	SORBI_3001G319900	TG(12:0_18:2_18:3)	39	SNP_60764942	5.33E-09	1
									1	SORBI_3001G320000	TG(12:0_18:2_18:3)	36	SNP_60775051	5.33E-09	1
									1	SORBI_3001G320101	TG(12:0_18:2_18:3)	39	SNP_60783696	5.33E-09	1
									1	SORBI_3001G320200	TG(12:0_18:2_18:3)	41	SNP_60783696	5.33E-09	1
									1	SORBI_3001G403600	TG(12:0_18:2_18:3)	48	SNP_68869320	9.97E-08	1
									1	SORBI_3001G403700	TG(12:0_18:2_18:3)	46	SNP_68876280	9.97E-08	1
									1	SORBI_3001G403800	TG(12:0_18:2_18:3)	46	SNP_68876280	9.97E-08	1
									1	SORBI_3001G403900	TG(12:0_18:2_18:3)	38	SNP_68884064	9.97E-08	1
									1	SORBI_3001G404000	TG(12:0_18:2_18:3)	16	SNP_68885878	9.97E-08	1
									1	SORBI_3001G404100	TG(12:0_18:2_18:3)	10	SNP_68893145	9.97E-08	1
									1	SORBI_3001G434100	TG(12:0_18:2_18:3)	104	SNP_71248697	3.38E-08	1
									1	SORBI_3001G434200	TG(12:0_18:2_18:3)	38	SNP_71270839	3.38E-08	1
									1	SORBI_3001G434300	TG(12:0_18:2_18:3)	25	SNP_71283743	5.99E-08	1
									1	SORBI_3001G434400	TG(12:0_18:2_18:3)	24	SNP_71286209	5.99E-08	1
									1	SORBI_3001G434450	TG(12:0_18:2_18:3)	27	SNP_71290121	5.99E-08	1
									1	SORBI_3001G448100	TG(12:0_18:2_18:3)	4	SNP_72553533	4.13E-08	1
									1	SORBI_3001G448200	TG(12:0_18:2_18:3)	8	SNP_72553533	4.13E-08	1
									1	SORBI_3001G448300	TG(12:0_18:2_18:3)	7	SNP_72564065	4.13E-08	1
									1	SORBI_3001G448350	TG(12:0_18:2_18:3)	7	SNP_72564065	4.13E-08	1
									1	SORBI_3001G448400	TG(12:0_18:2_18:3)	7	SNP_72564065	4.13E-08	1
									1	SORBI_3001G461400	TG(12:0_18:2_18:3)	19	SNP_73642730	1.60E-08	1
									1	SORBI_3001G461500	TG(12:0_18:2_18:3)	25	SNP_73642730	1.60E-08	1
									1	SORBI_3001G461600	TG(12:0_18:2_18:3)	28	SNP_73642730	1.60E-08	1
									1	SORBI_3001G461700	TG(12:0_18:2_18:3)	81	SNP_73642730	1.60E-08	1
									1	SORBI_3001G461800	TG(12:0_18:2_18:3)	118	SNP_73642730	1.60E-08	1
									1	SORBI_3001G470800	TG(12:0_18:2_18:3)	42	SNP_74346561	2.08E-08	1
									1	SORBI_3001G470900	TG(12:0_18:2_18:3)	37	SNP_74351313	2.08E-08	1
									1	SORBI_3001G471000	TG(12:0_18:2_18:3)	22	SNP_74359617	2.08E-08	1
									1	SORBI_3001G471050	TG(12:0_18:2_18:3)	11	SNP_74368301	2.08E-08	1
									1	SORBI_3001G471100	TG(12:0_18:2_18:3)	19	SNP_74368301	2.08E-08	1
									2	SORBI_3002G102000	TG(12:0_18:2_18:3)	4	SNP_11603508	7.62E-08	1
									2	SORBI_3002G113200	TG(12:0_18:2_18:3)	98	SNP_13794691	5.71E-08	1
									2	SORBI_3002G173500	TG(12:0_18:2_18:3)	4	SNP_54753996	4.73E-08	1
									2	SORBI_3002G193300	TG(12:0_18:2_18:3)	17	SNP_57968769	1.02E-08	1
									2	SORBI_3002G193400	TG(12:0_18:2_18:3)	21	SNP_57991970	1.02E-08	1
									2	SORBI_3002G223500	TG(12:0_18:2_18:3)	36	SNP_61489620	1.50E-10	1
									2	SORBI_3002G223550	TG(12:0_18:2_18:3)	37	SNP_61489620	1.50E-10	1
									2	SORBI_3002G223600	TG(12:0_18:2_18:3)	20	SNP_61490427	1.50E-10	1
									2	SORBI_3002G311200	TG(12:0_18:2_18:3)	139	SNP_68498986	2.52E-09	1
									2	SORBI_3002G311300	TG(12:0_18:2_18:3)	145	SNP_68500190	2.52E-09	1
									2	SORBI_3002G311350	TG(12:0_18:2_18:3)	142	SNP_68502477	2.52E-09	1
									2	SORBI_3002G350400	TG(12:0_18:2_18:3)	21	SNP_71457190	2.06E-08	1
									2	SORBI_3002G350800	TG(12:0_18:2_18:3)	164	SNP_71482865	5.08E-08	1
									2	SORBI_3002G350901	TG(12:0_18:2_18:3)	162	SNP_71486000	5.08E-08	1
									2	SORBI_3002G351000	TG(12:0_18:2_18:3)	83	SNP_71491895	5.08E-08	1
									2	SORBI_3002G351100	TG(12:0_18:2_18:3)	86	SNP_71493379	5.08E-08	1
									2	SORBI_3002G351200	TG(12:0_18:2_18:3)	76	SNP_71497682	5.08E-08	1
									2	SORBI_3002G351300	TG(12:0_18:2_18:3)	75	SNP_71503152	5.08E-08	1
									2	SORBI_3002G351400	TG(12:0_18:2_18:3)	50	SNP_71506971	5.08E-08	1
									2	SORBI_3002G373600	TG(12:0_18:2_18:3)	105	SNP_73153131	3.27E-08	1
									2	SORBI_3002G381700	TG(12:0_18:2_18:3)	19	SNP_73796875	2.50E-08	1
									2	SORBI_3002G381750	TG(12:0_18:2_18:3)	11	SNP_73803951	2.50E-08	1
									2	SORBI_3002G381800	TG(12:0_18:2_18:3)	10	SNP_73817073	2.50E-08	1
									2	SORBI_3002G381900	TG(12:0_18:2_18:3)	11	SNP_73817073	2.50E-08	1
									2	SORBI_3002G382001	TG(12:0_18:2_18:3)	11	SNP_73817073	2.50E-08	1
									2	SORBI_3002G382100	TG(12:0_18:2_18:3)	9	SNP_73818409	2.50E-08	1
									2	SORBI_3002G382200	TG(12:0_18:2_18:3)	4	SNP_73822993	8.95E-08	1
									2	SORBI_3002G410850	TG(12:0_18:2_18:3)	11	SNP_75927332	3.21E-10	1
									2	SORBI_3002G410900	TG(12:0_18:2_18:3)	10	SNP_75929129	3.21E-10	1
									2	SORBI_3002G411000	TG(12:0_18:2_18:3)	8	SNP_75931407	3.21E-10	1
									3	SORBI_3003G255700	TG(12:0_18:2_18:3)	22	SNP_59371912	2.88E-09	1
									3	SORBI_3003G255800	TG(12:0_18:2_18:3)	45	SNP_59383856	2.88E-09	1
									3	SORBI_3003G255850	TG(12:0_18:2_18:3)	42	SNP_59388614	2.88E-09	1
									3	SORBI_3003G255900	TG(12:0_18:2_18:3)	75	SNP_59394816	2.88E-09	1
									3	SORBI_3003G273200	TG(12:0_18:2_18:3)	20	SNP_60911730	7.76E-10	1
									3	SORBI_3003G316200	TG(12:0_18:2_18:3)	8	SNP_64380803	4.94E-08	1
									3	SORBI_3003G316300	TG(12:0_18:2_18:3)	8	SNP_64396013	4.94E-08	1
									3	SORBI_3003G316350	TG(12:0_18:2_18:3)	4	SNP_64402351	4.94E-08	1
