,DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:4),TG(60:5),TG(60:6)
PI656067_control,27668719.82,258453.3602,2774241.55,2433263.151,2645124.967,1818893.187,53487.00582,76709.99348,155922.6277,2539993.566,1072319.201,2338261.589,490457.273,1187051.068,18630066.88,257128.5954,2758407.626,606554.1534,43034933.76,834863.9111,604103.9524,1101590.386,371973.1125,3911443.927,333.1586684,54466.22549,9723985.935,3547115.073,8363907.297,155134956.9,20392.19031,2159552.856,88810.90712,259880.4441,7642388.111,56500.58088,372178.2057,185668.0987,428605.196,4406746.847,28232.97777,591605.5564,424671.6512,122529.2035,193874.4013,7759.715936,46724.08233,22696.82082,24568.40778,31031.27813,20249.37218,10116.3068,59146.80005,17671.39043,16162.79079,15880.06544,3968.402498,20641.48265,49948.83204,209694.3161,138815.5864,13573.23314,11850.41777,8309.134326,22470.65879,152618.0735,357746.7648,509440.234,858094.0998,761960.0096,9861.047037,9567.605082,82362.27064,147269.0793,207263.5209,519417.1715,2429675.548,887247.7907,427392.0438,13200.74783,4028.792025,3915.508166,13882.29171,19046.07443,20709.19622,13039.22491,3556.801973,3955.66034,2535.496434,5018.10245,5324.745508,15936.07783,12544.4032
PI656068_control,21850247.12,158445.3621,2287669.737,1570783.282,1913216.762,1307332.601,29598.26951,56792.27321,127287.4077,1874020.455,745465.2373,1325461.604,463902.4435,937992.0939,13371255.17,193100.1041,1842681.733,447909.0586,31776280.44,493879.193,461228.6715,674538.6856,192980.9323,2688991.719,379.5442916,24577.7169,6231299.275,2210714.885,5465756.687,123675764,49092.71552,1843363.095,61472.45548,234788.0777,4674464.6,33146.69773,215540.3855,118571.8812,263823.8256,2340176.765,5747.986297,137072.496,106795.5412,30473.87103,54362.25107,2351.084558,18923.42078,7492.978017,15083.26289,24213.43004,18105.97309,5850.334059,73829.52673,16873.48213,34518.77934,21717.91356,4431.162693,13628.90004,67985.42302,245241.6184,165741.502,36896.46768,37386.83619,16754.21396,39701.46099,255365.7395,561673.5176,656495.0055,1137310.209,854897.5144,14516.33925,28865.51303,114493.5353,226790.3685,276472.1494,671395.1873,3200228.83,1096964.874,439038.0192,13203.38651,4297.836802,2844.212442,14465.621,18682.49079,19730.93694,10173.18399,2600.740026,1469.319693,5531.488613,1911.728537,6133.16774,6977.074067,5376.343188
PI656068_lowinput,17294740.94,3119354.526,1959175.413,1139632.684,1342380,1962577.601,23809.72675,57238.72873,285153.7367,1159640.717,461836.943,1073285.258,327122.6415,881705.8078,8732374.605,244521.935,2046005.999,497295.4495,25492929.11,423463.969,215499.298,634380.2818,64415.94065,2119026.352,3653.815631,18771.49916,3803137.549,1608003.535,4301096.993,94895008.12,9987.484447,729994.0436,20826.00308,137430.7572,2036964.073,9980.159987,147262.6107,64633.4657,174331.4573,1064019.621,12835.14999,75720.51484,49263.64295,15291.15625,35999.91975,1612.016365,7969.852819,24960.07417,40662.45798,43101.30799,35415.93952,2424.725516,66458.81571,71957.56226,76796.92016,8074.878677,2285.37985,4489.274773,107946.0468,164177.8957,87720.01903,7816.506747,6205.645263,4307.91045,22664.8267,142580.7021,308647.8126,670467.1987,865705.741,699213.0827,6663.315731,47077.35515,180499.2637,509644.5065,1496118.694,1282801.455,4101909.74,2171731.943,1160207.667,27331.62037,4055.60442,3468.117054,14200.27864,37021.62183,138773.6534,15898.37409,4152.80305,1225.67606,1369.007728,1966.445241,2729.631339,5042.398111,3106.989058
PI656069_control,22841501.44,189790.0837,3225956.966,1862719.239,1764758.403,1197934.302,22702.56527,54769.32375,175636.2768,1689430.166,644472.1462,1239164.05,436133.8778,1011410.418,14335796.69,202763.9951,2020132.022,540943.3533,35142458.37,778351.3521,467051.6104,799887.4883,159523.9008,3014181.949,288.7401731,63376.86778,7783720.029,2820155.51,6986584.854,129499496.3,17491.50936,1963372.234,80093.42492,252733.0267,5671882.579,38109.19961,268685.6665,136878.075,326654.6846,2816092.237,3536.211722,126966.2918,74554.17517,33177.99306,50003.53972,2951.962772,15660.52815,8374.880089,14160.26209,13939.31958,11552.00733,8908.555156,63322.20077,11328.39007,10204.61658,8209.574279,4392.964362,16934.85179,57171.14705,160648.1461,92677.25376,12680.80875,11371.67856,7571.003997,29222.34429,171226.4401,460703.6603,422097.1462,591563.029,443153.9951,12379.15313,13889.27305,85399.37385,140897.1657,168660.606,445849.6329,1731094.443,549934.4114,250075.3305,9849.617673,3710.320726,2488.66263,6824.220764,8948.125406,10160.25578,3646.234019,2380.644707,1833.529138,1843.401725,1856.845903,2803.795513,5411.980242,1902.876486
PI656069_lowinput,23569195.75,3480817.765,2392118.433,1687818.846,1803118.646,3611895.367,43725.53589,76198.99299,317414.2774,1374460.184,829380.7756,2041846.954,391763.157,1174554.979,12286725.62,322334.9131,3658820.42,1023971.423,38645526.92,659420.5106,305411.3157,843117.275,96905.71261,2970295.83,5306.921198,28734.69536,5401163.858,2033971.438,6409975.752,126912069.2,19839.05915,1214866.303,35906.15723,301645.4734,3884209.591,17367.74197,332554.4468,118240.0317,412798.0182,1832093.14,13298.073,56589.37804,63070.76927,26670.82725,47492.37456,1827.842119,9815.230249,1395.614135,42867.40088,44795.97235,12356.63734,2109.797421,84448.91483,31969.93567,24153.99163,4714.51187,1257.988282,5804.229301,91536.8613,164499.1087,123215.1979,11027.74942,11447.85999,5953.332193,29320.02584,130041.1705,290292.7446,808012.0139,1344655.382,1469099.11,8119.309183,56840.56112,234038.7875,606031.4509,1833843.602,1389572.021,6372409.131,4899134.971,3239213.85,27530.84521,4586.627775,3381.0475,18049.2997,39425.71523,137120.3974,21980.54222,6722.083337,1376.296858,2385.076412,2892.557738,5970.311565,10976.80922,8636.33182
PI656070_control,25807331.58,177197.966,2217015.171,1916556.107,2129833.027,1334688.308,49620.36839,62671.67802,151846.3758,2159217.286,832646.5469,1785769.345,354261.4491,985028.3062,15280863.98,209486.0186,2292123.4,586904.1817,38891922.61,561932.5152,530156.8049,751530.39,198788.5852,3407445.148,369.6233596,68557.84307,7878592.524,3211025.674,8742932.781,97337835.37,20597.15251,2262458.434,80627.82513,276373.3602,5864168.727,40058.13504,297781.8533,149543.7683,377291.8776,3172398.686,6345.246833,190009.4121,140668.2742,39920.98042,66100.0802,2261.038626,30093.16208,7808.61657,17272.19676,22798.89678,14215.952,5801.80352,57435.8983,13807.75308,14078.885,6833.436072,3241.906207,11766.43633,73664.21531,227364.3605,114738.1736,12838.48851,10789.93362,5034.946129,38394.08727,265428.7801,556755.7083,533082.1005,780386.7438,580333.8863,11937.69326,25213.96429,133871.5495,226337.8529,262794.0184,555766.9369,2584722.196,810810.4649,338443.4519,27790.84621,3523.98147,2954.384061,13270.25804,11384.88909,15477.78778,7634.781192,2874.768895,2043.918494,1750.303491,1966.189614,3529.433654,5933.442128,2469.370693
PI656070_lowinput,21711618.64,3672250.71,2419885.181,1854857.14,2478836.584,4161912.718,61410.92074,120661.1926,402220.0261,1995328.731,1100249.392,2348998.835,436535.1811,1290216.281,11852618.73,337754.4476,3291775.908,877730.1812,37285909.81,691189.9651,334485.8234,831927.5918,117060.9571,2633619.433,11110.86029,38224.70355,5210494.975,2885312.483,6238687.685,117498462.6,12456.86684,1226764.69,25881.03369,161709.9112,2737990.865,21030.45099,225974.0173,78078.79094,223579.8278,1246113.574,3225.639621,154583.4431,82899.27197,36507.14135,60459.75463,4043.622112,7212.626749,16142.93675,58261.1571,65683.70135,23639.26775,3044.743666,103529.4687,59945.80274,26043.69334,9668.656063,1358.065888,15354.34008,132715.5249,269094.6849,166369.6929,24514.60467,19985.90321,13773.66294,52273.99156,230541.8628,694903.9723,1664873.079,2586597.566,2187007.29,10533.79475,86394.44953,426693.2102,1115327.295,4069006.454,3539444.66,11435361.41,8338321.793,4525771.17,95753.17573,7269.603815,10042.75888,38021.51896,48361.57965,277228.1229,43240.60165,6006.594872,2176.22968,5921.7876,4555.924686,6306.066795,8396.037471,7291.041548
PI656071_control,29501848.81,320049.32,3415666.141,3269109.45,3419036.918,1611727.77,55173.64413,91690.8212,276471.3423,3189410.282,948768.2995,2117750.687,816074.1659,1511376.457,20987558.98,319665.9982,2981568.642,710394.8792,43814010.42,1180068.838,686129.5964,1361368.157,253594.6215,4033460.12,644.2782799,86080.30074,12787494.03,4895134.5,10650248.14,165153966.6,17858.50046,2154456.305,112375.7802,270070.2152,7105728.234,62207.17163,321617.4979,207205.2697,444721.6018,3777149.438,19114.5358,404665.416,259336.3132,87253.88511,131895.051,5761.824498,43412.74292,14274.12855,20139.27213,29863.189,22103.34598,13093.58185,52795.83637,21149.6699,26524.81259,12693.84881,10488.95125,25236.28387,108506.0595,276275.1755,133967.1227,18898.36188,9921.615885,7626.463488,47475.13196,287070.514,830801.178,548450.8845,735257.8426,533798.2793,16438.20774,35030.74151,185293.1176,218000.9954,228259.8189,478111.6875,1783295.029,558930.572,245273.0654,12979.33076,3805.624141,3281.190383,10163.19864,9291.771818,11406.99509,4598.149727,2780.619143,2409.225992,2547.440447,2588.607338,3069.750006,6629.026267,2421.673436
PI656071_lowinput,22727757.05,3846508.363,2350715.356,1684708.701,1870419.76,2761230.621,42453.00379,71655.63556,320138.7283,1427354.053,697843.2111,1348334.995,347120.4113,1015433.13,12463047.06,268373.1038,2853901.823,676888.1701,36254880.63,683285.2872,283735.3894,885222.1038,89004.90091,2756132.834,3918.675634,38594.6946,4243188.839,2333267.999,5429612.799,120705215,17436.10235,1231231.114,35434.33904,235772.903,3578909.751,18022.28745,251285.9463,102464.6609,277228.1152,1913802.448,6023.742053,76452.92547,24438.01534,14255.0345,24693.47857,3246.339692,8343.65363,13818.17469,49621.69994,47571.39433,19647.91396,1247.540589,85695.89732,59018.7097,21550.24451,4012.849699,739.3735301,1670.312749,97708.55651,149323.3043,74238.48512,8656.357885,5038.712635,2809.799626,35774.49317,149563.1324,283524.4926,582310.5511,859118.624,701567.4184,8763.035917,73786.41055,232176.2429,564510.1177,1501302.233,1320992.923,5038243.172,2771971.424,1329497.048,46820.54615,3888.170527,4344.084327,18289.72267,26284.1856,134690.1594,17428.26887,5313.261995,1548.208243,2188.882764,2057.854463,2726.055081,4008.174542,2128.828186
PI656072_control,27637903.63,304392.311,3369866.717,3220080.576,3105905.229,1247213.482,26806.83759,88200.84395,433348.9483,3397023.479,740259.3369,1225929.411,1043987.385,2430138.104,19458545.67,441988.1336,2418049.36,940308.2377,42374876.7,1152696.487,618929.8837,1337175.516,237646.9288,3730691.497,189.7768421,142892.4224,11600611.46,6721484.32,10396520.31,155346450.2,24489.90554,2241914.469,228455.0023,433348.0166,8655144.387,80335.38704,344652.8573,336097.297,624415.7476,4724138.655,22350.77303,600152.6978,368164.7272,105443.5625,173999.5277,9741.526667,44686.45352,21023.98349,23543.03436,34664.45607,17907.78078,13423.71083,45011.15266,26849.41487,18292.81174,10065.52708,13041.17643,28894.47247,63851.19178,203853.7998,99413.55556,24900.93605,15940.37667,7429.393062,22271.7917,184750.53,577224.9396,706420.6307,773300.3622,446775.0871,11382.97589,16706.75408,96909.44227,190305.9766,325816.3858,937497.5747,2502406.051,630971.1329,228662.0223,12151.42722,2848.010996,2698.037592,11822.70477,22653.97285,23945.86852,7349.668143,2201.933364,1491.273108,2125.378391,2030.462716,2759.524044,4166.52105,2103.372667
PI656073_control,25166632.61,230580.6192,2817422.953,2147733.188,2121045.758,1208307.136,23749.57273,64791.38702,199742.0537,2038600.105,680588.2776,1136430.27,564326.4733,1383086.111,16734051.06,276282.2035,2183022.48,563603.8556,36793585.9,738993.5609,533754.6473,991959.4422,176254.3344,3324425.789,244.8909605,69497.26035,9018602.752,3411760.81,7259586.94,141433178.5,15189.48401,2124001.612,99787.99996,306894.9585,7224661.242,52264.31958,302363.3171,182267.4198,401677.4389,3770685.86,24849.27658,590021.6621,432161.0603,123073.9316,197349.0831,7610.884621,47157.12627,23406.84663,27087.63278,32563.14825,20164.49996,12210.75288,60177.7444,17004.58786,19898.77032,12378.5674,6303.215952,20592.92699,61229.07253,245283.8227,133139.9144,14648.35815,12084.3439,7759.714735,27673.94686,180515.673,394905.3938,480521.9804,676140.3486,476173.085,11775.48582,13801.94178,84435.39713,154386.5069,197963.1228,442990.1272,1630333.093,502995.2804,218239.1163,18774.60899,4055.07393,3552.954743,9428.008089,11117.09777,13813.22004,4640.121823,3320.588242,2525.920993,2392.962017,2786.457801,4442.314169,6891.709011,3290.570007
PI656073_lowinput,26278805.23,4042997.929,2433751.701,2626778.946,2183426.873,4103462.454,68678.71462,79997.86227,383889.9219,1690775.017,1028799.666,2630929.875,502191.8219,1328458.674,16624285.21,274601.0085,3381495.582,767351.5512,43184146.11,778892.9759,385713.1342,903595.0445,98579.7041,3290974.134,3539.289652,57551.68307,6667120.404,3167625.201,6535183.11,141433904.1,21886.40312,1735790.902,45040.69281,177116.3992,4778524.722,31586.37318,283267.04,114373.3127,288639.1658,2215567.531,22481.41058,535001.2154,187302.4588,82764.68625,153472.6362,6641.156704,34215.4068,28929.01648,86451.15359,118378.3983,68086.28426,4119.043557,138615.7249,208044.0312,203801.8482,11095.3223,1793.89349,6344.970064,284756.5404,377025.9928,183485.1575,31726.42878,10586.18797,5348.578049,82428.85374,410745.8143,677999.4631,1121691.507,1610684.106,1517270.031,29755.22607,291899.3818,1076999.364,1380102.096,2709933.154,1883523.077,6589288.629,4496274.448,2566557.015,127664.3145,34569.47628,33443.6477,55532.9873,33941.30595,190351.3408,22307.56147,27375.31529,10777.82178,9205.35827,3234.730828,7397.97697,8358.045168,4985.480983
PI656074_control,25360634.77,222001.7298,2622227.161,2228023.369,2224389.224,2200140.978,77511.01091,70951.45734,165023.412,2005639.362,1068281.052,2048241.308,416028.823,1000392.857,15948646.76,209724.8705,2280248.543,504826.6637,40455458.23,710121.5254,546648.2736,956777.2754,165550.6246,3147409.872,678.9182885,42632.81024,6943610.037,2670196.405,6251855.477,143379583.7,19859.48964,2125808.514,70385.48027,220246.4196,6147487.774,43653.26118,289718.9764,135146.914,335331.6959,3444695.246,44009.35643,694377.0047,515046.4818,132723.6839,215026.1893,9328.179783,50938.05618,26930.81827,26863.50028,42828.40806,27751.68052,8952.154286,54598.39218,18669.01358,17966.69626,19456.42855,3851.792118,13774.67639,60066.61544,210375.8098,138812.9768,13300.6821,12821.49448,12000.59272,23570.8403,219418.5425,450458.4886,495587.2087,925529.8579,987295.8448,10424.03555,19230.14709,207776.0573,198146.0826,247915.203,541317.6513,2793759.29,1321431.724,636851.7755,13853.46813,2891.002381,3308.28736,8962.355407,13754.97967,17627.45853,10432.19487,1983.784181,2451.393858,1247.28529,2443.29986,2437.030437,5841.431679,3364.328283
PI656074_lowinput,21244114.5,4251797.467,2579850.904,1579104.717,1785173.593,2883891.736,36347.58694,73031.69928,303679.1489,1368477.444,702044.0752,1560815.509,379427.6483,1152100.07,11711561.35,305419.5272,2871119.145,648027.9426,33793304.42,680773.7848,266534.8809,915251.6269,85882.07532,2549426.337,4165.550891,27856.41872,4648205.454,2594485.531,5753895.37,116612223.8,14699.97916,1210960.407,29646.36026,195346.7693,3055712.349,18915.12848,221343.7761,87749.88072,225758.8526,1601483.462,3869.281998,60699.75877,22412.90167,13141.72315,22347.95507,1864.1665,6116.850786,8567.917592,47945.06837,37093.85048,21844.58078,987.0901103,93340.51385,51737.73801,26157.35958,3744.119713,916.4905628,1676.27802,99878.96883,175819.8538,86130.64957,10396.34671,7451.540319,3880.190857,30074.41827,165712.3166,302449.9074,665592.4142,963822.476,785949.0172,8980.763111,72307.35914,243108.9845,574134.8192,1538784.857,1222893.337,4417805.032,2450740.147,1190429.233,72133.71887,4104.752415,5660.223972,20087.97838,24465.91086,123612.3036,14565.55272,4822.486042,1856.732937,2355.757088,2105.84967,3001.857738,4676.922624,2622.140213
PI656075_control,30435863.46,276507.1802,2713359.332,3162512.182,2919275.043,1488082.206,40675.64759,90485.66252,357389.9106,3268672.794,1024525.65,2427533.178,878212.5835,1995602.246,22815791.31,353848.7757,2951679.508,976565.9392,45132813.77,858377.3797,805778.1434,1197553.338,359298.6469,3224606.35,504.8550976,127725.7505,14468867.62,5322711.321,12488990.35,170566184.7,41226.60776,3272197.363,165741.1841,371310.3549,9527093.402,85483.75754,374669.2392,283922.1354,620561.4278,5322677.222,65272.38062,684671.87,457104.0655,217008.9476,331203.5184,36303.7782,126571.1662,94399.75627,51849.21147,73795.74003,67984.27911,9665.165427,105064.3713,81438.37967,60566.60015,38300.78106,13210.82581,25207.47096,128794.4523,290403.5664,131102.4165,39000.08881,14620.34008,6488.573095,84141.75526,452502.8424,1279213.787,862424.5249,973695.4006,586999.059,47981.58703,91526.31796,386529.2239,482137.415,561762.9996,1159522.499,3207215.04,867283.6199,357743.1436,28124.62266,12287.00334,18324.13096,9903.061097,25367.41769,25850.92658,8237.673888,9056.384585,5053.53035,6080.289382,2002.820056,5289.457833,6358.071961,2212.897357
PI656075_lowinput,25996211.79,4326490.993,2767295.166,1797790.471,1916990.782,3903152.873,47294.53574,76739.03403,321851.9639,1685158.183,974951.2527,2194851.151,457046.1419,1386812.55,13507622.71,296025.5615,3188258.912,926200.0918,41749506.38,820093.7428,321922.1719,1020472.493,89811.6539,3097402.317,14912.75427,39985.61621,6177966.338,2392763.349,6105464.559,138597757.7,17997.06981,1626451.352,51461.91582,213620.7315,4150486.129,13047.87984,307900.6631,105004.6271,324431.2578,1946357.966,73067.63825,526954.3704,302554.0901,120629.8785,194914.2273,18876.50006,33515.41499,43965.17236,87460.30907,119545.6007,40621.56317,3746.534773,131785.4943,151843.4587,90055.14011,17752.5501,1962.16286,6452.439859,179399.9751,311239.675,184548.6113,19546.18078,11870.12976,7261.931877,69941.20171,283482.4138,621392.4237,1124725.07,1730411.442,1833697.673,29395.94416,182038.8382,586029.974,1091789.504,2737910.267,1877240.186,7313209.267,5476719.663,3669498.527,140327.985,16860.66616,15258.66795,26634.08799,27802.68658,155120.831,29986.91799,17621.67174,6102.734661,8146.83148,3597.760986,7262.021195,7250.699714,6530.626105
PI656076_control,23102899.9,222140.9673,2469283.665,2200531.379,2218102.287,1228608.151,40278.92245,82885.9825,269616.776,2610189.939,873803.9204,1349855.521,408180.9998,948811.133,13714505.91,204995.1232,2041977.849,534337.3314,36399355.8,675503.0934,489416.6003,956484.9131,211977.2074,2980481.799,422.7597596,32096.29269,6136510.952,2601017.206,7492982.243,128203897.7,17736.70497,1869839.939,77022.60403,278101.7132,6024625.388,47348.51746,296452.6318,187435.4067,461282.8921,3534774.616,9317.595635,303346.881,160315.942,50696.33995,86072.82381,3691.003519,30038.13634,7289.595527,18250.68551,21967.88602,12145.35297,6190.189061,61392.94173,24729.14703,17011.72691,8106.670029,5397.889788,20389.66758,90395.62533,259116.677,116478.7205,14000.84252,13049.18207,4743.535514,50163.7994,351465.7939,1199946.172,943104.369,1039207.235,549821.0612,17263.15921,44295.55771,201242.3109,421402.6319,373263.0362,1489949.087,4717801.761,1302245.175,386620.8253,17220.71354,3797.248701,6350.299625,31726.39634,32820.95852,44405.06274,10652.18844,3581.21497,2843.584006,4230.368747,3222.78098,6992.611174,8510.974185,2884.465465
PI656076_lowinput,27214310.2,4343177.53,2638843.203,2513312.309,2322233.129,3453021.969,55134.38835,105767.4439,462533.6855,2264905.101,1053102.424,1770447.965,550845.9023,1582357.208,15988753.84,415525.9035,4179756.079,1263684.366,44001657.19,887251.842,369423.7463,1029940.319,120788.0562,3438038.103,7956.8476,37422.37954,5848860.011,3836513.195,9021006.303,146583830.2,16266.72202,1514769.552,44039.2752,237448.8954,4039979.305,25918.04347,337172.5874,142393.1634,401779.1718,2182253.719,-2779.109721,100425.8611,48284.93203,25394.54895,39312.32087,3271.696186,8179.678292,12145.13835,61126.71217,59806.24739,21944.02779,1511.706894,108361.3974,65120.66255,21641.73978,3020.620023,1164.079319,8890.1104,135774.6386,228143.2485,104197.2241,11001.93997,10868.22543,4880.179976,57849.38301,240267.0373,524294.3412,1056421.279,1532512.69,1232330.607,14634.57312,93103.7397,282645.0868,946597.4882,3053337.601,2743187.934,9569075.806,5229417.531,2529098.831,32528.69836,7354.645547,7884.882019,46072.65935,34079.0863,269374.6505,36115.17382,6470.301281,2175.845766,5423.513099,4034.802244,5657.648499,6862.255666,5049.341576
PI656077_control,28942975.91,213258.8139,2536367.964,2688698.846,2666015.578,1682411.494,76902.45007,65492.17742,244947.4085,2789645.295,979442.6039,3230895.397,612203.9561,1191443.385,19552038.55,233897.0428,2508478.575,799130.4354,45154930.19,740790.1474,599625.768,913841.4874,218242.312,3512226.772,246.3050696,97354.09044,9424413.36,3898333.607,11317480.54,161988383.2,32106.2368,3063097.354,122526.5607,321538.8383,8754132.7,46718.3806,385047.5784,220089.8208,545930.2349,4774237.978,4518.033967,121929.3685,54922.83318,24964.01736,36885.4122,2273.432702,15526.18128,8464.297079,18579.99363,27870.1343,17976.78794,8439.767056,96605.22331,18551.81075,14729.20318,10487.09044,5749.736442,34361.7987,72054.93862,203009.37,108451.8152,20411.85633,13100.5463,10305.37737,36270.05799,222380.0438,933702.4011,701785.1218,1033130.191,680331.0521,16854.88208,20800.23081,103405.4454,201320.1126,257069.1587,1014006.043,3672657.109,1314295.114,529750.169,22578.35729,3298.060276,2997.773835,10446.52902,15334.14804,21010.96256,11358.92234,3585.665419,2113.37551,2368.485453,2217.092068,4062.37839,6391.075266,2292.227199
PI656077_lowinput,18814906.43,3852707.451,2537580.256,1639918.25,1839648.907,3561922.987,50580.46576,81763.20741,285405.1096,1341813.789,815345.5621,1687482.222,383587.3941,1192737.844,10424674.61,313977.7061,2822060.323,714498.9617,32285562.13,641342.6418,268750.5417,836289.8655,86275.23874,2238627.294,14815.611,19235.33144,4051891.182,2208276.189,5133446.526,101312192.1,20897.42381,1335978.817,34962.95839,202049.2381,2724433.889,14615.11022,223688.8334,86571.30383,231157.2703,1186846.363,11138.67427,131129.5847,77416.50783,34284.53383,56782.57497,5994.743339,9300.827867,11914.03125,44665.70949,44560.84826,18818.89658,1896.788815,86380.9481,54450.86996,13879.72701,4686.657374,1121.249512,5105.766371,104592.3587,180530.6731,102414.0224,10688.89141,9248.862721,7987.072971,40325.87928,167871.5602,359967.9601,761413.0411,1324003.279,1373597.348,8783.902627,65076.02542,199195.6076,568796.7527,1294712.559,1384047.895,6442877.981,4270944.209,2452922.021,28183.31053,3353.720761,3319.125859,19106.09993,19878.72567,138469.3593,23992.80185,2640.914581,2058.55378,2164.470188,2045.647211,2723.856499,3895.025673,3257.590535
PI656078_control,25417574.76,215876.9175,2486314.419,1994210.279,1779670.468,1236517.824,28986.63662,58957.32271,183196.1648,1930327.886,792031.4385,1395568.303,410276.9596,914584.4581,14824969.4,193328.4826,2094582.261,543555.0169,39792269.24,628122.3675,509759.2878,910357.0622,197845.1893,3370081.032,371.6330624,31270.17376,6752286.403,2330639.577,6282542.676,141597667.4,14276.67148,1794781.531,69776.9319,195182.1001,5859070.926,45556.38876,268001.2651,149030.5247,368437.8518,3413284.847,7475.015304,193235.0544,140906.4455,43631.53437,75074.64972,2667.178126,34516.40291,8574.3139,23892.98386,29169.7294,16143.9147,6684.439046,69809.49546,32898.11265,12484.62322,9479.186047,3479.214857,17857.71324,75180.47814,258466.7767,139721.7046,14327.53299,13828.11506,5393.379397,31887.54326,234850.9043,592504.4007,768634.6182,1158818.131,823815.5849,12910.6596,13120.35765,84408.90094,226123.3661,380943.7412,982166.8989,4292741.953,1480163.344,554611.3705,41518.72391,4110.553778,3702.949499,13836.74331,9608.03595,24249.47587,12764.66669,2919.936197,3090.449725,2316.040066,2865.896232,4380.692609,7436.142705,3924.152498
PI656078_lowinput,27885744.19,3901888.013,2491693.273,1977829.405,2475002.764,3269240.541,94837.06409,103538.6755,408574.7875,2129494.284,884706.2407,2237698.866,517300.7912,1569159.698,16518469.16,437099.1469,4046482.96,1269721.159,42543594.11,787826.1473,420738.9382,882535.883,129126.9058,3580525.401,6925.080485,48111.4154,7848137.2,4032337.189,9128488.542,146893195.3,23084.79699,2001063.285,46061.05954,254437.0654,4783181.355,28468.2606,350103.7562,144895.4009,434598.8265,2431768.313,21243.18298,211548.234,93375.3307,47682.72146,79840.95871,5342.973547,31743.63884,37091.32455,77963.85499,93744.93596,64566.66043,2685.634961,123801.3264,182106.8514,142003.4786,12338.92435,1945.437105,7186.700806,214039.6049,304804.2414,113354.5158,15226.97118,9662.591262,4147.015255,68282.97837,266251.5586,474914.8498,966688.6203,1273949.274,970640.2532,24493.71307,130578.7905,419842.1832,758889.8689,1833644.847,1775591.588,6376062.615,3043384.212,1423996.115,134087.1457,16600.92579,8204.627701,23668.6293,24126.32764,167541.0909,17495.83285,8013.056516,2481.359158,2752.520862,2590.995075,3322.65682,5285.032833,2337.098533
PI656079_control,21677877.55,236594.7633,2791337.692,2689902.242,2502723.442,1453060.979,38416.18399,118523.2049,278584.1983,2551096.989,687552.8491,1188032.906,569854.7614,1430658.976,13823545.24,315215.9043,1957375.027,619078.9466,31310941.76,814284.3732,582419.7528,1020150.569,207852.7909,2906253.879,329.7390877,69221.82346,7747556.71,3434261.777,7315530.434,125030207.7,17369.68786,1528210.478,79153.95595,283172.6339,5205237.491,41739.33553,230895.0825,140639.1239,308468.8007,2765436.63,69682.25734,1290426.691,897999.9956,205460.284,346890.4929,15439.77729,87178.42171,46598.46633,35215.86558,51963.98053,30279.85591,6943.997724,55127.55826,23574.18754,23067.97122,15042.72887,5073.689182,13423.0147,59202.39914,212012.4431,107704.1517,14461.02222,9432.931739,5122.129636,27076.07318,199012.6885,426616.6482,472828.2437,625228.6588,399809.4438,10906.5178,19737.03508,100875.6594,172017.1154,218271.6102,485548.1761,1569947.941,488299.9982,207097.5928,34533.2106,3149.687302,2695.99944,8650.338746,9953.592507,13004.14841,4684.998724,2155.237084,1431.508758,1558.911769,1678.648865,2424.932761,4107.936911,2067.129422
