,(+)-Abscisic acid,(-)-Caryophyllene oxide,"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","(2R,6R)-2-methyl-6-tridecylpiperidine","(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-6,10,14,18-tetraene-1,2,3,22,23-pentol",.alpha.-Amyrin,.beta.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"1,2,6,6,10,17,20-heptamethyl-17-[N-(2-methylphenyl)carbamoyl]-12-oxopentacyclo [12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate","1,2-dihydroxyheptadec-16-yn-4-yl acetate","1,9-Dideoxyforskolin","11,14,17-Eicosatrienoic acid,(Z,Z,Z)-","13-Keto-9Z,11E-octadecadienoic acid","14(15)-Epoxy-5Z,8Z,11Z-eicosatrienoic acid, methyl ester","16,16-Dimethylprostaglandin A1",19-Norandrosterone,"2,2'-Dithiobis(benzothiazole)",3-Epilupeol,3-Methoxylimaprost,3.10S-Hydroxypheophorbide a,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol",4.alpha./.beta.-Hydroxyprostanozol,"5(6)-Epoxy-8Z,11Z,14Z-eicosatrienoic acid, methyl ester","5,7-Dimethoxy-3-hydroxyflavone",5.alpha.-Cholest-7-en-3.beta.-ol,7-Oxocholesterol,"8'-Apo-.beta.-carotenal, all-trans-","8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester","9,12-Octadecadiynoic Acid","9-Oxo-10(E),12(E)-octadecadienoic acid",Alloxanthin,Alpha-Carotene,Antheraxanthin,Arachidonoylthiophosphorylcholine,Austinoneol,Betulin,Boldenone cypionate,Celaxanthin,Cembrane_Diterpene_minus_Me,Chlorophyll a,"Cholesta-4,6-dien-3-one",Cholesterol,Cycloartenol acetate,"Di-.gamma.-linolenin(6c,9c,12c)",Diadinochrome,"Didodecyl 3,3'-thiodipropionate",Dipterocarpol,Docosapentaenamide,Empenthrin,Erythrodiol,Fucosterol,Ginsenoside F1,Glochidone,Hydroperoxy fatty acid (18:3),L-alpha-phosphatidyl choline,Lanosterol,Lupeol,Lutein,Lycopene,Medroxyprogesterone,NCGC00164361-03!decanedioic acid,"NCGC00179780-02_C20H32O_(5xi,9xi)-Beyer-15-en-18-ol","NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-","NCGC00384683-01_C30H50O_Lup-20(29)-en-3-ol,(3alpha)-","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00386020-01_C18H28O3_8-{(1S,5R)-4-Oxo-5-[(2Z)-2-penten-1-yl]-2-cyclopenten-1-yl}octanoic acid",Nandrolone,Nostoxanthin,Ophiobolin A,Oxo fatty acid (18:3),Palmitoyl ethanolamide,Panaxatriol,Pheophorbide A,Pheophytin a,Phytosphingosine,Pinolenic acid,Schaftoside,Sebacic acid,Stearoyl ethanolamide,Sumaresinolic acid,Tri-p-tolylamine,Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,Zymosterol,[1-hexadecanoyloxy-3-phosphonooxypropan-2-yl]octadec-9-enoate,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,h_22_methandriol_m,"phenylmethyl(2S,3R)-3-hydroxy-2-[(phenylmethoxy)carbonylamino]butanoate"
PI533769,0.092046457,0.181353752,-0.062801774,-0.101269053,-0.061115239,0.153070743,0.211668532,-0.161912966,0.103308017,-0.089013388,0.444816457,0.017556314,-0.046847669,0.048431869,0.004596577,-0.057064375,-0.140186167,-0.410594263,0.485309268,0.059618171,0.386354355,0.183718049,0.130320352,-0.084828722,0.004573351,0.581671914,0.450257486,0.617182262,0.012113745,0.003361551,0.048431815,-0.113193458,0.020533378,0.029292499,-0.02781894,0.098838576,0.140416115,0.277076072,0.002540371,0.038025434,0.149988733,-0.110155934,0.618371833,0.450257578,0.322400302,0.008314054,-0.009584628,-0.126760103,0.255466254,-0.195378458,-0.068844935,0.15057231,0.061669667,-0.118586533,-0.049295109,-0.020703893,0.060958333,0.261693054,0.165583023,-0.025302383,0.006829556,-0.004021532,-0.160183627,-0.131729522,-0.110805168,0.091756833,0.103510624,-0.062875754,-0.068651081,-0.13227294,-0.017227142,-0.06504527,0.206399104,-0.061115225,0.155193184,-0.081878721,0.12889355,-0.010442956,-0.349200269,-0.075671671,0.097038066,-0.006381732,-0.069147703,0.21946426,0.002073556,-0.069985049,-0.023326422,0.473670647,-0.323397988,-0.116096935,0.029292479,-0.032875453,0.344710902,-0.321945964,-0.026391808,-0.302437336
PI533972,-0.143690094,-0.049498409,-0.007167269,-0.061326737,-0.091921766,0.359382669,0.349527667,-0.063555212,-0.036938383,-0.086730409,0.462239769,0.004958431,-0.212210095,0.145624472,0.002730574,-0.07041616,-0.167097529,-0.333598548,0.562063124,0.106514477,0.622575015,0.189497287,-0.055600226,-0.008069999,0.007950006,0.072535921,0.198370069,0.246464591,0.118999698,0.006891012,0.145624394,-0.100438459,-0.018229855,0.080889428,-0.086545563,-0.094018392,0.105243428,0.230543645,-0.048712486,0.091996188,-0.110817493,-0.035563304,0.247144127,0.198370109,0.254160048,0.01099214,0,-0.0846594,0.035276607,-0.240942426,-0.034949004,0.05523682,-0.135416694,-0.133468383,-0.028229864,0.032283426,0.045131693,0.326764853,0.350932191,-0.192575442,0.058855811,-0.067747811,-0.076354585,-0.206691713,-0.084024188,-0.252363106,0.067431369,-0.021693229,-0.035543265,-0.024193637,0.033276691,-0.022830997,0.190029358,-0.091921747,0.507272606,-0.092276205,-0.087672983,-0.006160499,-0.093683265,-0.029559038,0.12019277,-0.09801186,-0.109191092,-0.006650403,-0.055980917,-0.046031065,-0.222959439,-0.141029386,-0.387282461,-0.042979688,0.080889353,0.023083391,0.029169474,-0.262018804,-0.192943692,-0.069402774
PI597968,-0.252413079,-0.099312162,-0.145435094,-0.239266966,-0.077757596,0.052723975,0.052794004,-0.140082096,-0.046633722,-0.204941009,0.420243186,-0.021780575,-0.085409644,-0.028622455,-0.061619062,-0.124651029,-0.186745209,-0.416361613,0.498807352,-0.109311155,0.22724727,1.14230314,-0.080864167,-0.075247083,-0.063376488,0.049891522,0.087542398,0.213683263,-0.036388127,-0.063720412,-0.028622486,-0.167087007,-0.089032323,-0.007489163,-0.224743151,-0.227585341,0.027711638,-0.050855994,-0.123338061,-0.10376795,0.012122442,-0.088351638,0.214293101,0.087542493,0.008538667,-0.052148204,-0.100777614,0.891381817,-0.183426664,-0.103344156,-0.154903037,-0.173842392,-0.145829829,-0.124225582,-0.022418628,-0.082138225,-0.142539309,0.024001391,0.059616919,-0.058712177,-0.132037011,-0.13470561,0.270865715,-0.102660721,-0.067809572,-0.062303821,0.001261702,-0.147930581,-0.153078083,-0.160744559,-0.04816553,-0.147265773,0.154837928,-0.077757579,0.102308318,-0.084821353,-0.05939572,0.00341077,-0.392920157,0.327773022,0.331352746,-0.070746507,-0.277850509,-0.004142278,-0.091128597,-0.100183571,-0.055325102,0.035348472,-0.433216333,0.032610948,-0.007489164,-0.198957079,-0.108272842,-0.177824479,-0.088164529,-0.344709603
PI656075,0.195947313,0.074672955,-0.039752164,-0.002002559,-0.065133436,0.215658603,0.22462388,-0.03307752,0.022948063,-5.97E-04,0.640815524,-0.029646615,0.073396236,0.196066306,0.034385027,-0.060864084,-0.129344931,-0.418003099,0.529481872,0.026130669,0.208443711,0.328348845,0.17600518,-0.04511072,0.036261162,0.023052942,0.210088327,0.254079389,0.048279509,0.036154153,0.196066282,-0.05435152,0.115010662,0.081751732,0.139511229,-0.124391895,0.094855061,0.480208723,0.048846621,0.106127723,0.192176493,0.003121871,0.254774375,0.210088474,0.264680043,0.050479178,0.01368799,0.008676264,0.38524962,0.064351517,-0.039792788,0.246928285,0.116775255,0.095514427,0.440479542,0.002646329,0.134491291,0.221908092,0.218160864,0.038626234,0.09976222,0.02382162,0,0.0573822,0.060828825,0.141389116,0.056466973,-0.035684159,-0.039762147,-0.040138568,-0.007525207,-0.037018375,0.128897827,-0.065133423,0.098380428,0.008100465,-0.01018406,0.101270087,-0.216218403,0.040105435,-0.027958439,-0.05751563,-0.070405002,0.175785345,0.108327561,0.00765781,0.036626231,0.121229178,-0.240581714,0.309327556,0.081751635,0.056290044,-0.095715038,-0.232439908,0.06583267,-0.102963948
PI576364,0.010727002,-0.152767548,-0.106911313,-0.180046782,0.315499513,0,0.013988443,-0.087191589,-0.125483491,-0.113277653,0.42741672,0.012473833,0.027265066,-0.060597635,0.013459427,-0.082941591,-0.192181913,-0.426148691,0.324162713,0.014319894,0.245842458,0.174545641,-0.051692431,-0.075340052,0.01243996,-0.01477333,-0.009882169,0.325945186,0.049832497,0.012380092,-0.060597675,-0.174468176,-0.021206939,0.050630983,-0.016913144,-0.224062044,0.047138944,0.151836599,-0.091658207,0.036368462,-0.058873251,-0.018665795,0.326773286,-0.009882073,-0.017249261,0.01581823,-0.036655719,0.030443346,0.063145533,0.065537458,-0.124197417,-0.074379379,-0.073741398,0.187236184,0.105216893,-0.052562767,-0.024184409,-0.001642377,-0.002450786,0.00907428,0.046720729,-0.069633493,-0.093116036,0.050621526,0.027937468,-0.115444059,0.014840643,-0.114533877,-0.123884495,-0.056139309,0.005340139,-0.114245715,0.105012013,0.315499517,0.134178489,-0.036597439,-0.076798232,0.074155029,-0.232706972,-0.044957387,0.008529038,0.256755891,-0.190303041,-0.030400591,-0.040270544,-0.05953739,0.010969306,-0.121550712,-0.116178712,-0.013154561,0.050631002,0.001482717,-0.079187495,-0.378306436,0.017869384,-0.394267688
PI656007,0.2119689,-0.113786028,0.022011705,-0.012367593,0.521479475,0.030739631,0.085638025,0.039234507,-0.041002146,0.263092323,0.520873953,0.103227593,-0.086551033,-0.035065466,0.092593651,-0.035083505,-0.087847885,-0.404765462,0.493991708,0.137453147,0.20684086,0.179136034,-0.021081814,0.216198053,0.092929985,-0.077982709,0.107827068,0.046628349,0.039336767,0.096367411,-0.035065488,-0.086559783,0.198719787,0.158762574,0.138166218,0.288296823,0.094395514,0.00886052,-0.023618529,0.324075624,-0.030795574,0.058820886,0.046788202,0.107827229,0.108109119,0.097398628,0.165458251,0.050869079,-0.125320209,-0.13015187,0.04673944,-0.013861002,-0.00209328,0.378980467,0.247320457,0.08918424,0.274469287,0.093510371,0.03310735,0.165194922,0.125587467,0.007354921,-0.053359279,-0.078454837,0.379318883,-0.082389246,0.054236659,0.043118408,0.048517269,0.168071546,0.099956559,0.047553165,0.11942009,0.521479551,0.225104509,0.008107764,0.126824605,0.43338987,-0.00532449,-0.013239304,0.005137065,0.385475775,-0.064891419,0.122223131,0.134843309,0.100326106,0.165847992,-0.008095929,-0.341763699,0.303981161,0.158762607,0.16178795,0.049209185,-0.361557425,-0.057468814,-0.096912886
PI576130,0.016954276,-0.003521631,-0.026580612,-0.044224551,-0.024728331,0.181780214,0.162954799,0.005281124,-0.100200572,0.079092054,0.515122101,0.104933647,-0.086273234,0,0.019474208,-0.048760354,-0.16134726,-0.40195191,0.512181944,0.101734665,0.785344763,0.249678852,-0.013485814,0.268236971,0.022949284,0.42680172,0.091136602,0.082229305,0.017673272,0.022018012,0,-0.133055675,-0.016734941,0.063266921,0.109447617,-0.119485907,0.093530145,0.032796545,-0.006874109,0.043834745,-0.008522973,-0.009255151,0.082500122,0.091136732,0.08916147,0.02779064,-0.001058494,0.239056956,-0.012767151,-0.109162643,0.02732926,0.015481983,-0.034123576,-0.032880731,0.150740022,0.064788646,-0.070705678,0.129969488,0.172090988,0.076149182,-0.058773083,0.038147998,-0.071623981,-0.104816915,-0.008626556,-0.049958059,0.054607533,0.014818295,0.027451302,0.015510717,0.077810821,0.02263542,0.264235445,-0.024728329,0.311596347,-0.01007391,-0.002773737,0.026286646,-0.113557916,-0.023081552,0.16832424,-0.067463989,-0.117462714,0.049785765,-0.031988755,-0.037904535,0.085551108,0.191276203,-0.316989689,-0.102500224,0.063266959,-0.093922493,-0.113845992,-0.277667323,-0.086428022,-0.166288833
PI656044,0.130797893,0.115647726,-0.116848737,-0.13358219,0.006330477,0.17668705,0.198391732,-0.027503026,0.077835817,0.127461627,0.536274472,0.120468895,0.396119717,-0.009884728,0.062254263,-0.025066876,-0.132066562,-0.427094693,0.415126848,0.121464887,0.333497401,0.166072134,0.131953736,-0.111137675,0.064034916,0.226346589,0.23202436,0.428088817,0.036823989,0.063953631,-0.009884787,-0.112605794,0.056993283,0.119277782,0.014576421,-0.081645516,0.086683787,0.247844713,-0.066718625,0.140773694,0.473621733,0.001683287,0.429072019,0.23202458,0.240577976,0.06839095,0.044017952,0.102089269,0.243236073,0.418279766,-0.136241032,0.142457609,0.081239343,0,0.187126106,-0.064148753,-0.078052714,0.23110836,0.164585048,0.062173876,-0.037145945,-0.009334105,-0.168838529,0.381888942,0.128338772,0.146935991,0.047598306,-0.125870094,-0.134387729,0.068249336,0.102098225,-0.125808585,0.138614255,0.006330473,0.140755038,0.032324986,0.211710541,0.161796236,-0.115077705,-0.087957035,0.193282992,-0.036961609,-0.101156141,0.118932087,0.080923436,0.051895219,0.056538868,0.534623046,-0.34132404,0.102448811,0.119277745,0.103911004,0.030802057,-0.383345412,0.36910116,-0.285183626
PI534155,0.093492814,0.210321491,0.059522084,0,0.086200282,0.149895772,0.184133912,0.060849182,0.20284509,0.007378131,0.519802123,0.241017237,-0.076895023,0.336251987,0.100078531,0.097517058,-0.014242261,-0.407026609,0.403514766,0.028302718,0.172135545,0.170980198,0.307088365,0.09839577,0.103923064,0.026930029,0.196092058,0.576704367,0.104234612,0.104217474,0.336251965,0.075580504,0.139566506,0.182846883,-0.047353016,0.038873398,0.08315402,0.266275217,-0.047549353,0.260906455,-0.027007169,0.076573545,0.577857002,0.196092096,0.242974737,-0.003486466,0.082452171,0.121969328,0.263258288,-0.095375993,0.037441267,0.10928082,0.205688189,0.053064388,0.199703455,0.099511239,-0.117228813,0.19823903,0.143459178,0.024547485,0.220208619,0.071613739,-0.107710414,-0.076846552,0.193469109,0.196963235,0.045078875,0.048939108,0.036588946,0.113417728,0.193323653,0.049637106,0.148728574,0.086200283,0.10724855,0.01554938,0.103424593,0.221369945,-0.113755376,-0.052126296,0.115226216,-0.004265006,-0.084628967,0.035200995,0.08535292,0.080224933,7.67E-04,0.701808164,-0.390257892,-0.039721956,0.182846837,0.185541093,0.29312607,-0.295107256,-0.066843648,-0.407308878
PI533986,0.233487222,0.108398451,-0.071239725,-0.017077229,0.007964636,0.255403638,0.257040559,0.002077755,0.273963251,0.089522723,0.495829916,0.260591196,0.481471828,0.463381008,0.058583485,0.074305338,-0.010111583,-0.43678231,0.267636047,0.143671336,0.373829427,0.184494532,0.46319424,-0.116785677,0.059298851,-0.1719884,0.180115861,0.021161443,0.024292524,0.059598927,0.463380937,0.128644021,0.045240404,0.065308644,0.210432453,-0.374737601,0.09033505,0.646503682,0.120132102,0.156766091,0.695822486,0.015596343,0.021236133,0.180115982,0.266558381,0.061197534,0.062044927,0.144106593,0.586676269,0.446534165,0.020634688,0.380716745,0.323085923,0.161293307,0.505708143,-0.029281428,0.272181707,0.259978238,0.261148878,0.08783838,0.085638489,0.299506532,0.094551265,0.423884487,0.120267362,0.217433357,0.048425981,-0.00280885,0.01983431,0.02460656,0.180781293,-0.005741896,0.117171688,0.007964646,0.015264653,-0.040848386,0.155293356,0.158090181,-0.182207263,0.149154125,-0.024988552,-0.065642941,-0.094972766,0.195844957,0.18257272,0.037421139,0.09303987,0.375794968,-0.034910476,-0.088806381,0.06530872,0.059106525,0.047812173,-0.63543883,0.461142924,-0.459500706
PI656100,0.178188535,0.064263055,0.311146072,0.157528994,0.605331178,0.23997182,0.266639781,-0.091208944,0.146951906,-0.111208721,0.528686164,0.127059474,1.160000704,0.484743636,0.01627907,-0.051651079,-0.164657085,-0.438557947,0.321019863,0.13555302,0.17078358,0.163739191,0.252768763,0.264981971,0.019832165,0.216263733,0.25696267,0.028684419,-0.01032972,0.020748733,0.484743568,0.058618431,-0.015253191,0.058436296,-0.106413051,-0.278421849,0.093802503,0.45275841,-0.111578461,0.030121693,1.202168131,-0.010593911,0.028784804,0.256962882,0.333883935,0.023389597,-0.025789041,0.231137835,0.368088829,1.172051287,0.225186082,0.385996403,0.20167367,0.540463175,0.629930522,0.324765167,0.087316753,0.293019581,0.239530894,0.007274542,0.089864414,-0.142579701,-0.160177758,1.19442406,0.151388718,0.180347315,0.04316841,0.259284617,0.226312184,-0.02988039,0.094066184,0.258583333,0.164361833,0.605331238,0.048823725,0.013681778,0.220980521,0.16495868,-0.08940154,-0.13883129,0.002408153,0.326039484,-0.087305743,0.266940313,0.196103087,0.005167166,0.0040529,-0.055513665,0.114570353,7.54E-04,0.058436209,0.055610299,-0.201934455,-0.430260684,1.174533476,-0.439766102
PI656053,-0.117615361,0.180391579,0.216688572,-0.205277526,0.009694523,0.044773472,0.095273177,-0.00206181,-0.090539494,-0.019253108,0.418739633,0.188914694,-0.076396408,0.226949433,0.024317019,0.053803723,-0.119986565,-0.309950206,0.478771476,0.08030268,0.660839164,0.164896959,0.018913321,0.430304777,0.023487943,-0.208816443,0.013260736,0.238224901,0.072430693,0.021567745,0.22694941,-0.029015434,0.055856779,0.064570375,-0.041299653,-0.031148918,0.063717996,0.115590225,-0.050606823,0.024361577,-0.038330869,0.004260738,0.238887413,0.01326085,0.144563337,0.02344288,-0.025926883,0.237031116,0.055130673,-0.094881821,0.188558031,0.078126494,0.010949177,-0.051046994,0.04262856,0.275127995,-0.081824997,0.1031309,0.041364739,-0.005961417,0.081854122,0.060062816,-0.214205001,-0.088487409,-0.084487696,0.086468382,0.016269855,0.202222865,0.190778791,-0.108055519,0.139424542,0.208979204,0.108771421,0.009694522,0.306238315,0.011848617,-0.082853383,-0.104650664,-0.026714545,-0.155425951,0.211241214,0.042472321,-0.193336356,0.018867241,0.011176814,0.001341387,-0.010590408,0.071149118,0.053664827,-0.238696125,0.064570289,0.027891642,0.019777031,-0.356953943,-0.074532937,-0.341632574
PI533936,-0.201432219,-0.038339519,0.522625615,-0.096737214,0.496032183,0.171161473,0.13931904,0.049980784,-0.124549461,0.054435068,0.361612387,0.299017768,-0.053974493,0.45358437,0.061876388,0.197551733,0.065162077,-0.100123891,0.400653237,0.117075115,0.626657595,0.179356783,-0.071358025,0.827097886,0.056150682,-0.223784908,-0.078116256,0.169296363,0.106010174,0.05563003,0.453584247,0.171299906,0.079584847,0.123416516,-0.047290737,-0.074596578,0.080369888,-0.017789255,0.016605771,0.104559394,-0.037815192,0.037180305,0.169802995,-0.078116187,0.037702173,0.06298344,0.025598309,0.259515771,-0.115677069,-0.090152484,0.465161314,-0.035731332,-0.037117806,0.330085559,0.086314144,0.588805833,-0.113448147,0.077368291,0.165902409,0.040108611,-0.050899679,0.170851185,-0.216975485,-0.075827702,0.091583859,-0.114141314,0.033855624,0.489104566,0.474205801,3.02E-04,0.275226965,0.500707596,0.150701501,0.496032102,0.289935087,0.038022003,-0.104822168,0.118173302,0.085065626,-0.144059335,0.137439233,0.426299864,-0.145766109,-0.00723164,0.045903865,0.056732049,0.033350827,-0.094988179,-0.34278837,-0.1804029,0.12341646,-0.021919699,-0.070494165,-0.326626855,-0.048643887,-0.149825383
PI597982,0.186787083,0.11676251,-0.045469994,0.002949643,0.014949987,0.132379159,0.131372202,0.123695194,-0.036366978,0.190211715,0.620158283,0.297585746,-0.063296902,-0.038056467,0.075272309,0.106461354,-0.01327321,-0.345828651,0.428387882,0.071826552,0.259127596,0.398047343,0.029265918,0.210063595,0.079042225,-0.236066893,0.12427991,0.003353208,0.067861298,0.082110672,-0.03805648,-0.020464676,0.072495552,0.149581414,0.052629383,-0.091571282,0.099006899,0.241968268,-0.015336051,0.206489459,-0.009218947,0.060800339,0.003365302,0.124279937,0.097766203,0.101709635,0.090653282,0.273877418,0.183290136,-0.086705498,0.048357495,0.163437439,0.055623583,0.105947013,0.398794699,0.040382275,-0.074475193,0.107254034,0.135229751,0.005910469,0.190280739,0.059046692,-0.252191677,-0.075674779,0.371583507,0.003982411,0.048215142,0.024389435,0.048194421,0.129509317,0.268262719,0.029993489,0.259855416,0.014949989,0.085727653,0.054304972,0.195402785,0.400470018,-0.060849648,-0.135503911,0.338633442,-0.050591146,-0.101696283,0.067148864,0.105001823,0.129815857,-0.017757904,0.215029055,-0.38977969,-0.177426421,0.149581345,0.14598516,0.087306086,-0.32572761,-0.058792869,-0.425140664
PI576426,0.132391815,-0.076363226,0.169860388,-0.083646744,0.446351688,0.101147879,0.103868272,0.132256744,-0.103714269,0.17602042,0.404119847,0.455668637,0.050705317,0.400458823,0.081742136,0.238237105,0.092068754,-0.234292769,0.313103262,0.206231638,0.184982821,0.169958482,-0.057146652,0.359060833,0.085801946,0.379885226,0.057117336,0.116712762,0.05123301,0.089082386,0.400458744,0.170628125,0.052564648,0.129792716,-0.056035438,-0.197896022,0.098984483,-0.005616177,-0.027861815,0.225998976,0.036256009,0.049915844,0.117082685,0.057117447,0.069653936,0.096860869,0.076362459,0.284974545,-0.075233214,0.03493057,0.191060798,0.04586762,0.012478656,0.321864149,0.250865027,0.226677513,-0.061493276,0.085398856,0.096491301,-0.049845719,0.166012924,0.149064032,-0.199975572,0.036253843,0.394236909,-0.063248732,0.046201603,0.188671504,0.191341381,0.112073012,0.303304771,0.193346939,0.145934199,0.446351773,0.048691726,-0.106169509,0.163839978,0.173620371,-0.014810912,-0.118087676,0.180494926,0.400189512,-0.079339251,0.04418782,0.095851764,0.093223489,-0.075982222,-0.088821305,-0.17804984,-0.195148018,0.129792642,0.125222441,0.221606264,-0.236073417,0.048832674,-0.418588291
PI533924,0.074078283,-0.075113114,-0.092312642,-0.105855005,0.008301301,0.220365531,0.169258069,-0.003620606,-0.015001988,0.155463752,0.380245129,0.291799787,-0.054544459,0.115551705,0.051920422,0.049673319,-0.126249079,-0.446542231,0.221862194,0.080878321,0.128790003,0.227998183,0.117773686,0.090951392,0.044405214,-0.240364433,-0.033195012,-0.020614346,-0.009022105,0.044781905,0.115551679,-0.066143943,-0.056289411,0.07017564,-0.110555332,0.080589428,1.092402465,0.17850651,-0.134387192,0.014011083,-0.018216481,0.016133754,-0.020690665,-0.033194943,0.006393377,0.048447052,-0.04327052,0.553880727,0.088107722,-0.071034894,-0.044714872,7.55E-04,0.065294413,-0.048047342,0.042541911,-0.014894107,-0.107930383,0.133788442,0.213570777,-0.034859264,0.091717468,1.41E-04,-0.268499865,-0.064883054,0.173170621,-0.056678684,0.98298561,-0.055454123,-0.044259916,0.089756925,0.200076253,-0.050842877,0.055694077,0.008301294,-0.03503864,0.005888374,-0.050262675,-0.081658631,-0.098746404,-0.259309955,0.120205859,-0.064965867,-0.168390854,0.052145609,-0.030236142,-0.028860082,-0.048344932,-0.015187058,-0.377338126,-0.306103834,0.070175651,-0.261490378,-0.047315102,-0.278124265,-0.052705637,-0.400876636
PI533754,0.207712016,0.096423075,-0.120146001,0.079767303,0.084782795,0.165768189,0.150692548,0.088617808,-0.026740632,0.104675248,0.579717946,0.19931756,0.083714835,-0.079986953,0.051054575,0.06998502,-0.031498479,-0.380914665,0.555660063,0.057068084,0.280192648,0.61180398,-0.016684189,0.091835454,0.056386599,-0.256364988,0.059831597,-0.029350493,0.055269245,0.058476254,-0.079986992,-0.040411799,0.134473799,0.141217435,0.134514066,-0.250921263,0.112567477,0.135199808,0.037333696,0.195838391,0.043080809,0.038825348,-0.029460293,0.059831707,0.104880223,0.058927106,0.072525836,0.418702077,0.090399223,0.09877593,-0.090259546,0.069310335,0,0.054478655,0.192559133,-0.034372137,-0.111267537,0.130188246,0.158949578,-0.058752167,0.017308644,0.097655773,-0.13696863,0.099109947,0.289551198,0.08478715,0.057950133,-0.095686709,-0.08896321,0.040374077,0.176400317,-0.089324602,0.345123241,0.084782786,0.076219917,-0.024482598,0.053199072,0.323546338,0.016775094,-0.089106217,0.319921444,0.034388734,-0.087010137,0.102822781,0.116803289,0.154672566,-0.08737524,0.365495074,-0.401483521,-0.04132423,0.141217362,0.143364099,0.010342363,-0.285479253,0.083857184,-0.328432439
PI534099,0.243692069,0.332697569,0.138288952,0.111054965,0.136764327,0.39271029,0.421400136,-1.76E-04,0.394639293,0.064483738,0.519758778,0.238796815,-0.049577698,0.193784387,0.029151612,0.040178339,-0.070476596,-0.450174125,0.446042296,0.191894338,0.668516998,0.781534673,0.451856559,0.234725019,0.033513318,-0.254168964,0.503713653,-0.060237983,-0.033864509,0.033920506,0.19378441,-0.001920552,0.060889579,0.119549687,0.165069719,-0.032386173,0.101255431,0.742502727,0.034337431,0.049756143,-5.40E-04,-0.007500112,-0.060471678,0.503713742,0.525150241,0.040348323,0.07353525,0.602618551,0.635685827,-0.094949728,0.180521496,0.480790714,0.371795008,0.22610641,0.511191287,0.182050595,-0.021421014,0.435720532,0.398779327,0.057905205,0.172120546,0.158752472,-0.310167245,0.046264307,0.137337091,0.456316894,0.045510706,0.171621113,0.180809778,0.004711245,0.200301747,0.17302716,0.325792006,0.136764317,0.122948083,-0.059172973,0.186879102,0.15866492,-0.035349553,-0.215385757,0.354598128,0.100216306,-0.068537909,0.159026225,0.264160629,0.122676607,0.052439326,0.117935636,0.016640179,-0.16522797,0.119549733,0.119677162,0.048898021,-0.399157427,0.041232871,-0.34349214
PI533789,0.242041045,0.401071069,0.048910703,0.034439987,0.109263728,0.283766787,0.294421217,-0.035647599,0.123467898,0.031768862,0.354735315,0.153261052,0.141740561,0.200605865,0.018588369,-0.013157678,-0.138003842,-0.359508608,0.253649382,0.127939918,0.023319886,0.313797463,0.278249652,0.10041924,0.024081081,-0.25208683,0.292612871,-0.075959712,-0.026346804,0.025524685,0.200605842,-0.043136265,0.091353802,0.059204403,0.139505825,-0.024159827,0.133089558,0.551945766,0.056888913,0.085794188,0.138721372,-0.018755159,-0.076259922,0.292612961,0.3828831,0.032286988,0.067969786,0.412790422,0.379832892,0.147223928,0.076806072,0.434997549,0.240490722,0.222042706,0.525272093,0.093142607,0.131415693,0.325836736,0.291577342,0.079991018,0.109834764,0.16278406,-0.233880535,0.131669481,0.178493002,0.313882876,0.077430471,0.072177925,0.076436565,-0.036450357,0.105456221,0.072976099,0.216539968,0.109263697,-0.095993001,-0.005099709,0.160354516,0.190976687,0.023846333,-0.239247271,0.228637365,0.207533431,-0.071773259,0.093916018,0.177950855,0.089216097,0.082718989,0.030008558,-0.175339971,-8.70E-04,0.059204494,0.060583275,-0.011055988,-0.231848711,0.129453745,-0.310996447
