,AEG(o-30:2),AEG(o-32:2),AEG(o-32:3),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Cer(24:1),DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,GalCer(d36:3),GalCer(d38:3),LPC(16:0),LPC(18:3),LPE(16:0),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6)
PI533769,-0.232248152,0.034996734,0.033861994,0.00968984,0.028114942,-0.507915837,-0.158783144,0.349418057,0.008622062,0.045075096,0.044654677,0.008608821,0.037001464,0.028336372,-0.137925652,0.136748189,0.037806049,0.09215797,0.035234426,-0.076021978,0.091646848,0.008157384,0.013628071,0.017603055,0.027774695,0.079161307,-0.05569109,-0.006199433,0.263428434,-0.125681731,0.953348636,0.318664361,0.519319034,0.002732404,-0.001447074,-0.02987372,-0.134073544,-0.001460895,0.030598945,0.024468899,0.059150092,-0.009464316,-0.006731768,-0.105071829,-0.23508141,0.094690676,0.023203403,-0.02837067,0.005918955,0.118606787,-0.05020891,0.177828908,0.209016066,0.295423606,0.109221656,0.207625385,0.26040641,0.160549955,0.057840066,0.160581162,0.149420885,0.210583407,-0.079820511,0.181524984,0.121136739,0.185701664,0.142817869,0.176342207,-0.134004551,-0.013314774,0.112600575,0.28829226,0.171824532,0.135775294,-0.001460958,0.004014544,0.043118052,-0.039708247,0.063237084,0.078704393,0.059310974,0.060620233,0.182121839,0.090778768,0.104055632,0.062161407,0.056707393,0.027695834,-0.209653809,0.053560128,0.023236775,-0.081761816,0.010923594,0.018360069,-0.107028129,0.08394232,0.008303655,0.023625036,0.05343479,0.489143439,0.513377178,0.380320228,0.370552677,0.306676666,0.363948624,0.329491802,0.301579951,0.472132415,0.237400137,0.355096209,0.212823347,0.320947373,0.184696427,0.173794179,0.163125631,0.310071224,0.377892091,0.4184234,0.414125089,0,0.141039521,0.255526274,0.178290482,0.252773097,0.182373721,0.098871881,0.189761354,0.252543575,0.293517213,0.19174079,0.027907439,-0.057049381,0.142581681,0.336808393,0.354607955,0.350134515,0.411150356,0.335956141,0.190537202,0.065364716,0.014483601,-0.066939325,0.108849261,0.368822591,0.532444051,0.497415094,0.093938999,0.111961218,0.114129659,0.047457965,0.614809973,0.414972113,0.637779513,0.592109152,0.363022592,0.216933993,0.451166893,0.246489219,0.271392121
PI533972,-0.18059049,-0.023913642,0.02303899,-0.006511738,0.001210654,-0.519441285,-0.126978524,0.362326049,0.011277367,0.057754224,0.061666183,-0.012703068,-0.085980429,-0.092467719,-0.112031151,-0.073929172,-0.040152354,-0.028081311,-0.059796663,-0.106181037,-0.236104261,-0.109569653,-0.089844107,-0.034615321,-0.074775761,0.058926234,8.87E-04,0.009836029,0.331086976,-0.129224366,0.885819436,0,0.024998853,-0.069869712,-0.073071263,-0.034168268,-0.174619773,-0.085571284,0.063940823,-0.044023592,0.085264701,-0.055176691,-0.001787075,0.076192193,-0.26040981,0.038496706,0.066495296,0.062191832,0.005134649,-0.056760309,-0.103357452,0.09434067,-0.069154897,-0.092462017,0.013587954,0.006748651,0.048036517,0.02378773,-0.005100372,0.02391883,0.003550327,0.006747003,0.179759602,-0.054695736,0.028152894,0.01033507,0.124501237,0.119106269,-0.080393652,-0.021809292,0.065464261,0.075129318,0.008811599,-0.152985599,-0.085571262,-0.026487757,0.072169007,0.018514024,-0.006544212,-0.028582113,-0.002617793,0.006545755,0.025339586,0.016089532,0.050826333,0.067013843,0.037629114,-0.001928266,0.033749332,0.195288044,0.017350729,-0.07583352,0.065370209,0.055236675,0.103142622,0.089681722,0.068856163,0.136370328,0.117470609,0.503007835,0.452490743,0.314991478,0.265095712,0.222501696,0.277155036,0.271928665,0.232728137,0.150185172,0.124425908,-0.001388772,0.127777099,0.176923731,0.129294232,0.228582228,0.033963312,0.195799962,0.287886902,0.177636611,0.137829988,0.228268408,-0.00726825,0.069630827,-0.010389458,0.021893169,-0.026317638,-0.140691534,0.028576501,0.044012363,0.074587483,-0.04661458,-0.150937218,-0.180903687,-0.181041032,0.177947812,0.088543454,0.22941339,0.14309622,0.058004208,-0.073343929,-0.131980762,-0.198209024,-0.208099102,0.026780917,0.1566338,0.1000685,0.10807483,-0.152747452,-0.154990836,-0.144869878,-0.217214773,0.30766478,0.221272476,0.24113558,0.237964254,-0.035945281,-0.157966827,0.033765881,-0.203393328,-0.147536127
PI597968,0.080625174,-0.137815665,-0.152098881,-0.189809467,-0.131366821,-0.520556316,-0.185890218,0.321309333,-0.051980655,-0.070207038,-0.079386207,-0.143784143,-0.120196334,-0.06452759,-0.163326711,-0.120293224,-0.111830322,-0.110117995,-0.082625593,-0.095358472,-0.213029157,-0.106184991,-0.109930655,-0.13541449,-0.168149663,-0.17681917,-0.099235795,-0.068118173,0.359095826,-0.176365351,0.957456138,-0.093640421,-0.047304865,-0.133972177,-0.126697564,-0.053568875,0.102474482,-0.148625548,-0.156778991,-0.131428836,-0.080606225,-0.146899576,-0.065231267,0.263260113,-0.25728908,-0.104212187,-0.146924565,-0.137787893,-0.051307962,-0.250394272,-0.053429046,0.010384823,-0.188918227,-0.19052126,-0.165267848,-0.2063381,-0.169052236,-0.070778676,-0.08241029,-0.067503897,-0.019048097,-0.018220113,0.099154619,-0.193557053,-0.096613564,-0.107629354,-0.003578569,0.050576895,-0.080892644,-0.202937123,-0.15661748,-0.084150038,-0.125101688,-0.101878811,-0.148625551,-0.111283287,-0.18436277,-0.125274997,-0.161914841,-0.167694529,-0.104016911,-0.098437542,-0.211555822,-0.151282071,-0.101127342,-0.014621949,-0.112919324,-0.080522761,-0.13123776,-0.027088441,-0.041890603,-0.047400731,-0.082932086,-0.100916342,-0.207068587,-0.121209019,-0.129135728,-0.115126413,-0.102623136,0.450052563,0.457871646,0.341011476,0.299928388,0.24414006,0.306158514,0.273932539,0.248503528,0.204036283,0.163558149,0.289629561,0.134804823,0.248233275,0.202716185,0.157454242,0.073774196,0.249336115,0.268994966,0.193950307,0.082544423,0.014986704,0.032002673,0.09484631,0.102885319,0.141623677,-0.088949314,0.018489121,0.04846033,0.054046967,0.072347276,0.017378908,0.002214319,0.078425382,0.15570271,0.218898724,0.15554378,0.222049557,0.129980102,0.072570597,-0.008300681,-0.001779625,0.059623489,0.106192153,0.138168541,0.170818602,-0.01023414,3.20E-06,-0.233366988,-0.104848983,-0.005062957,0.105313683,0.387335814,0.241468253,0.122809239,0.21399299,-0.045815008,0.250194943,0.045598656,-0.138704716,0.029998347
PI656075,-0.09088042,0.060773503,0.050446719,-0.049185045,0.014373345,-0.565464909,-0.152904753,0.560633001,0.050781935,0.038504,0.041535131,0.004724973,-0.014970804,0.083664129,-0.012557484,-0.006013173,-0.016903942,0.024462054,0.078654264,0.078059485,-0.20051953,0.019541544,0.048666163,-0.002903396,0.020831476,0.019475097,0.094658123,0.05059178,0.188848963,-0.085744034,0.868245767,0.058437094,0.116854498,-0.001769513,0.014892378,0.055812282,0.183002146,0.03906031,0.054174683,-0.009111133,0.060411424,-0.010914328,0.037236518,0.345791247,0.014456946,0.030830882,-0.03041637,0.005923346,0.044648099,-0.074052238,0.005582064,0.351044509,0.070609117,-0.120129405,0.065521578,0.049835508,0.16290064,0.162082761,0.036414879,0.166321198,0.246785313,0.301769447,-0.06607981,0.06745822,0.180212492,0.088010548,0.159969054,0.347868313,0.217431611,0.059271927,0.003581234,-0.065185644,0.203817286,-0.191487492,0.039060316,0.06034543,0.060655914,0.113145377,0.012121632,0.018219684,0.111401857,0.06327854,0.095456029,0.03358434,0.102063693,0.245417589,0.050862244,0.066860136,-0.270420536,0.012750271,0.058955982,0.167961029,0.058325974,0.071434996,-0.161269347,0.116311049,0.049813077,0.0956778,0.073211185,0.729604309,0.669585303,0.438161988,0.408043897,0.305499188,0.39530788,0.388360843,0.339939018,0.46911909,0.216424964,0.330331779,0.128322881,0.208178766,0.08638101,0.14221653,0.075054708,0.193538112,0.224924931,0.36495501,0.06039682,0.08558968,0.051372042,0.081168469,0.175446503,0.132526894,0.108612604,0.14239634,0.091912073,0.078402309,0.125484498,0.099324734,0.126937346,0.219095084,0.294370266,0.216049185,0.198368164,0.24140253,0.141252933,0.169693628,0.088772837,0.090853158,0.219818728,0.314810205,0.46172657,0.193729621,0.291961695,0.083840758,0.025297772,0.008744084,0.142545928,0.255041504,0.425119284,0.270162541,0.241499859,0.305930969,0.191630972,0.104054832,0.234729395,0.116958404,0.280491407
PI576364,-0.015850414,-0.040357766,-0.032227295,-0.023041758,-0.055836099,-0.500594147,-0.078309207,0.343270916,0.01616783,-0.021696182,-0.01688456,-0.058550681,-0.050289257,-0.018665849,-0.093060181,-0.074950793,-0.096943577,-0.04380787,-0.021492098,-0.102109154,-0.193158124,-0.14648343,-0.082806422,-0.029583313,-0.127811452,-0.074032976,-0.069250369,-0.003351639,0.037572346,-0.182119215,0.825242324,0.491188499,-0.037608082,-0.07563774,-0.072626753,0.022956702,0.117848398,-0.025935235,-0.063941013,-0.024687826,-0.015320936,-0.10576102,0.01190602,0.013892549,0.026048845,0.039935138,-0.053607729,-0.05568974,0.014569021,0.018336877,0.024139521,0.069044177,-0.023202101,-0.153287081,-0.031592896,-0.081171419,-0.039032089,-0.057081622,-0.03757692,-0.056747496,0.105094107,-0.041275404,-0.096197555,-0.116913021,-0.037933364,-5.06E-04,0.00521083,0.084106008,-0.154804635,-0.070699743,-0.097102305,-0.082098387,-0.158767025,-0.137403585,-0.025935227,0.057057798,-0.037365146,-0.100737421,-0.092345694,-0.073619413,0,-0.013657436,-0.054015761,-0.054197406,0.02083197,0.067820528,-0.032868445,0.003215053,-0.105331263,0.268498417,0.099680374,2.68E-04,0.016106057,0.020216861,-0.067505977,0.010283749,-0.017631209,-0.013441891,0.026184706,0.492150311,0.418259687,0.266832128,0.174941436,0.12780421,0.204068875,0.186170225,0.145973005,0.210264017,-0.075779325,0.143073885,-0.011113988,0.037991072,-0.12733992,0.204510538,-0.069664448,0.027738828,0.068221419,0.035964139,0.056975227,-0.018197943,-0.11440097,-0.04267433,-0.047579575,-0.082770014,0.01600349,-0.110633354,-0.076786533,-0.05417069,-0.009832283,-0.058451382,-0.12024125,-0.120107474,-0.033943551,-0.044262061,0.032196903,0.102335849,0.082604966,0,-0.082064638,-0.100284603,-0.123026912,-0.11419229,0.110052679,0.05793726,-0.001697437,-0.007879784,-0.186046748,-0.171365512,-0.136144088,-0.165527326,0.134454646,-0.004584086,0.172262233,0.216444518,-0.084047596,0.319297697,0.071232932,-0.127478915,0.100158862
PI656007,-0.140273688,0.219011218,0.089241016,0.115143306,0.200447263,-0.128474443,0.229353784,0.443298266,0.097398554,0.021970558,0.003589309,0.116719755,0.138231959,0.177747955,0.183741816,0.049945559,0.069663051,0.175774102,0.17868085,0.193074836,-0.002877917,0.150654274,0.105225529,0.169410912,0.029827971,0.122692381,0.198801264,0.105670451,-0.005481147,-0.086521786,0.798153778,0.013317786,-0.018910463,0.046497889,0.094595632,0.265350222,0.456190766,0.200995081,0.068591373,0.190563648,0.074586484,0.173752882,0.125236424,0.111410994,0.287781544,0.260022906,0.188695537,0.196093235,0.016357714,-0.126132584,0.357986001,0.379525598,0.180698975,0.185686651,0.051292082,0.112684727,0.202487515,0.317986576,0.108321715,0.3258728,0.335119847,0.131504082,0.149757113,0.066010917,0.208220983,0.212320755,0.316445666,0.379746178,-0.058613296,-0.015745781,0.203402077,0.244934721,0.114171385,0.099351371,0.200995129,0.39945073,0.062346035,-0.05528101,0.188084426,0.128286714,0.141396202,0.090642599,0.156593477,0.207718,0.224690032,0.243513603,0.239885978,0.189657832,0.074569494,0.210047457,0.170397061,0.195596179,-0.009235533,0.114908038,0.07902999,0.089255353,0.079881652,0.07767279,0.122917817,0.607605665,0.535860615,0.309453064,0.175152922,0.095763312,0.166407386,0.224122977,0.133921143,0.144119042,0.068124045,-0.030702354,0.062916371,0.171291614,0.06330659,0.577945981,9.64E-04,0.111145605,0.042427987,0.166549229,0.03893738,0.619006116,-0.026477627,0.09261695,0.170383566,0.221990043,0.394510991,0.31741872,-0.012539793,-2.75E-04,0.044503837,0.134394786,0.179856252,0.152970053,0.219683308,0.147555181,0.065188033,0.138946473,0.093647495,-0.011903847,0.102804883,0.076732861,0.107959811,0.112418423,0.218110033,0.109495976,0.122988795,0.081528502,0.01163702,0.007778563,0.138886018,0.141594638,0.277869138,0.184547297,0.276082127,0.166863922,0.042746625,0.319349322,0.210704334,0.134335328,0.235467016
PI576130,-0.136832897,0.045501805,0.017034181,-0.065640659,0.014930776,-0.522351088,-0.152907342,0.403058967,0.028068343,0.028825398,0.030937201,0.002145438,0.009665392,-0.024166841,0.184207441,0.060171076,0.090414762,0.092324041,0.046469826,-0.079306271,0.03270416,0.023287282,-0.016277931,0.015010787,0.040104501,0.056094321,0.004339268,0.03319589,-0.037446325,-0.144711989,1.288217061,-0.003271078,0.017092055,-0.048686753,-0.011734003,-0.061389069,-0.171152562,-0.084769953,0.014604333,0.004979603,0.037769845,0.01824366,0.017555218,-0.058307738,0.031194826,0.065198898,0.080272229,6.00E-05,0.043227597,-0.311773104,-0.06049487,-0.012727619,-0.070045347,-0.073672956,-0.156269362,0.002250007,-0.029222378,0.043679578,0.100068493,0.047642553,0.049455922,0.006622854,0.043779655,0.009070035,0.00732127,0.051874178,0.052136185,3.80E-04,-0.054975444,-0.165503046,0.098842914,-0.066983654,0.304090629,-0.026616261,-0.084769959,0.019178064,0.030746732,-0.005323843,-0.004757225,-0.060206301,-0.104538401,-0.00907968,-0.074158266,-0.006816852,-0.044875996,-0.10107302,0.066535055,0.055969802,0.029510322,-0.002478158,-0.044857886,0.119646527,-0.064242966,-0.006850853,-0.108293946,0.085665602,0.030903093,-0.019162218,0.027030878,0.543466408,0.53325837,0.365940932,0.332326723,0.315813189,0.277279841,0.312221433,0.27209512,0.477277683,0.183598554,0.483484311,0.111241842,0.281158836,0.122534748,0.408654132,0.069391832,0.096603746,0.23724416,0.189097699,0.227902158,0.319008872,0.036414838,0.074887856,0.064161003,0.151919048,0.219527135,0.05291685,0.069050247,0.105398469,0.15024746,0.13476561,0.077120125,-0.014853772,0.020091081,0.230863819,0.215297353,0.434221781,0.24833691,0.234456193,0.210756621,0.13679608,0.046556214,-0.034369068,0.757082249,0.286994861,0.548060936,0.422857951,0.113490438,0.12319204,0.113813272,0.0689514,0.41943284,0.321159106,0.456350197,0.311149911,0.049057014,-0.037841787,0.267428857,0.058905167,-0.041962666
PI656044,-0.186936592,0.037297551,0.012972008,0.030015149,-0.008780506,-0.55965464,0.189128295,0.448513339,0.068629045,0.026990578,0.021404569,0.019968989,0.029405338,0.04222215,0.287187774,0.070022977,0.055211673,0.147637393,0.151688399,0.007381394,-0.077232113,-0.072003567,0.057255704,0.028679776,9.24E-04,0.083738733,0.145504985,0.051724214,0.104075982,-0.120239561,0.899520816,0.027864028,0.041016214,-0.053597129,-0.019185444,0.012642536,0.102310941,-0.006979686,0.049097326,0.025026231,0.048377017,0.075331241,0.069345127,0.00819256,-0.248093203,0.032143265,0.082134028,0.102507077,0.066633372,1.37E-04,0.095486574,0.054063432,0.002691751,-0.143443545,-0.069988723,0.046432226,0.026114511,-0.059774544,-0.09331615,-0.05579667,0.012395957,0.065458421,-0.095970913,-0.001224898,0.017900546,0,0.070738421,0.060349131,-0.102355179,-0.179271553,-0.041405786,-0.104422798,-0.101036902,0.053677336,-0.006979609,0.090595826,0.05135863,-0.057486412,-0.027034945,-0.030135082,-0.042042518,0.026523004,-0.082078435,-0.006177041,-0.012561896,-0.007908031,0.03579336,0.048223346,-0.09481466,0.092620662,0.05555146,-0.206744532,0.070051036,0.029311539,-0.058192824,0.110082944,0.098327185,0.130605245,0.052019508,0.607122551,0.547615265,0.363178825,0.300959592,0.248925001,0.283442921,0.304806832,0.254516303,0.043909107,0.114337113,-0.088118261,0.059959605,0.127549597,-0.04916047,0.150165235,0.019464919,0.100901908,0.061671251,0.115341994,0.062748069,0.019312479,-0.006525562,0.108033773,0.111529354,0.045153823,0.25017163,0.010930886,0.027025449,0.100830275,0.159340217,0.176660806,0.153631471,0.114083448,0.236101179,0.163593264,0.23075871,0.375728962,0.23757299,0.251827205,0.238941947,0.183333563,0.230837873,0.185264518,0.444832369,0.195292059,0.250858612,0.37941295,0.087684828,0.125521452,0.161671704,0.262377223,0.411694115,0.27478481,0.445492506,0.384010627,0.297532112,0.163900383,0.341295082,0.210923192,0.287558584
PI534155,-0.182427738,0.092141209,0.032015272,0.091384078,0.064985711,-0.443379186,0.256235915,0.420390404,-3.58E-04,0.007392972,-0.002189937,0.068540635,0.024377453,0.005213086,0.074776662,0.089150034,0.090974387,0.168275282,0.203077712,0.070153368,0.00701866,-0.017277278,0.045655249,0.077456045,0.05284364,0.204066351,0.192676992,0.083306545,0.240720252,0.039510776,0.852444823,0.11154124,0.215171342,-0.029341045,-0.006406839,0.030378549,0.184067646,-0.088310718,0.047404867,0.083182014,0.048461004,0.099818923,0.110882236,-0.016401374,0.045482983,0.150395694,0.207430291,0.188953532,0.096398669,-0.058648486,0.179363824,0.137716808,0.090046547,0.220832097,0.034937945,0.125730513,0.109743331,0.144956988,-0.091309738,0.148052236,0.0334945,0.02011867,0.083835529,0.179625681,0.10375014,0.078678117,0.063733874,0.169039154,0.045220522,-0.021818518,-0.094109961,0.17594795,0.055682317,0.099128765,-0.08831069,0.212648105,0.049005308,-0.080811133,0.063611382,0.008064537,0.016008741,0.073956171,0.124443545,0.087475494,0.058363556,0.025882108,0.098040328,0.129944805,0.062044254,0.063729731,0.057038135,0.083608905,0.073924415,0.086531483,-0.007128905,0.212096189,0.170891943,0.226558058,0.154039419,0.576357096,0.575760717,0.373835851,0.280069587,0.25107507,0.32431714,0.379940964,0.324056765,0.44218915,0.160320028,0.464635901,0.101363453,0.179495948,0.001461034,0.559165135,0.046291333,0.156224118,0.071454779,0.021050649,0.429172542,0.558578707,0.044543789,0.17120128,0.170269992,0.091948968,0.210384638,0.239482609,0.089999609,0.157482472,0.216303437,0.236115367,0.186159257,0.126621759,0.185950487,0.223808676,0.247658223,0.271273276,0.370844459,0.332113708,0.237756423,0.148321902,0.161932317,0.112750162,0.390251102,0.208623001,0.394596165,0.451634136,0.108506331,0.167959674,0.180646166,0.191194101,0.385944805,0.236059724,0.434085028,0.4283735,0.31435214,0.163003171,0.336305802,0.193301783,0.262120708
PI533986,-0.049037138,0.132222278,0.098677392,0.078188153,0.070489125,-0.57219429,0.316694037,0.412463496,0.061207643,0.019517365,0.008176025,0.051618712,0.062687818,0.131981389,0.07259626,0.061567516,0.010714727,0.079850488,0.148090706,0.042929599,-0.022875507,-0.033547321,0.043012572,0.014976197,0.01048795,0.082167222,0.038502277,0.06370618,0.06228648,0.074244564,0.871090095,0.026654532,0.059100638,0.037869921,0.07052704,0.149941412,0.448116754,-0.118798917,0.046323929,0.051477387,0.067957775,0.063989924,0.064410428,-0.081389987,0.018650932,0.098615827,0.04732178,-0.015185103,0.062264963,-0.033102669,0.3263068,0.166551912,0.284634818,0.254479076,0.047842757,0.178160151,0.25320017,0.21009773,0.151972535,0.213839581,0.317734841,0.332946252,0.175080311,0.194176319,0.177519847,0.195938932,0.169586529,0.207809617,0.184636697,-0.091014104,0.072245139,0.159189359,0.31946614,0.218562411,-0.118798887,0.297654437,0.035700274,0.119938845,0.063978681,0.086481579,0.132422885,0.079549831,0.118308903,0.088869319,0.150125264,0.21750279,0.121011154,0.128840118,0.122715977,0.020749477,0.058812954,0.097338087,-0.035699297,0.078699006,0.074211779,0.156473038,0.087033044,0.076386657,0.130167736,0.5693783,0.537215471,0.299065365,0.215500286,0.119215357,0.200552687,0.180204713,0.144932335,0.128955689,0.037921714,0.009072438,0.016288763,0.103338838,-0.039996824,0.581487215,0.003671113,-0.002143924,-0.034938196,0.358407062,0.142369563,0.632975122,-0.026997756,0.175401294,0.330389779,0.057878682,0.45981513,0.595456618,-0.001377266,0.051026755,0.090314804,0.196386215,0.232052779,0.229417303,0.293671812,0.109277854,0.110011425,0.13921045,0.138485849,0.184515186,0.122673867,0.113909131,0.200407288,0.185094444,0.003255288,0.136274343,0.17309553,0.226208486,0.166574851,0.048906084,0.195883672,0.255633497,0.310660733,0.265873401,0.550151106,0.299243327,0.409417828,0.314477779,0.425280089,0.394042916,0.549689681
PI656100,0.274287235,0.012009828,-0.014726559,-0.023834822,-0.043802374,-0.629153144,0.403940885,0.425133848,0.023677234,0.058804404,0.041348896,0,0.001075793,0.102745861,0.053475461,0.053624929,0.032652078,0.056659407,0.192332766,0.145848727,-0.124172091,-0.001570591,0.015020993,-0.038763127,0.048237818,0.037998873,0.096324947,0.028446271,-0.082533883,-0.024717533,0.949571076,0.652105442,0.100384783,0.059669808,0.045991851,0.195361477,0.282572872,0.196030681,0.069774772,-0.0143052,0.069534249,0.031560691,0.032743693,-0.09777651,0.104304258,0.016291007,-0.042936892,0,0.024182223,0.114758258,0.141107789,0.026789077,-0.16603754,0.156201067,-0.001435153,-0.033948463,0.082559437,-0.066943089,-0.071713418,-0.063831676,-0.01795111,0.158814917,-0.044462505,-0.076252258,-0.042461002,-0.090046192,-0.036978136,0.068695395,-0.088105301,-0.209293647,-0.162314665,-0.117981961,-0.194700895,-0.145499693,0.196030688,0.159698204,0.064745105,-0.06292558,-0.112021867,-0.088522103,-0.011139382,-0.013535583,0.006500578,-0.123650163,-0.054839336,0.024043754,-0.016019829,0.035576761,-0.243778558,0.015525212,-0.078438326,0.04086715,-0.156238199,-0.071091058,-0.236361011,0.03345114,-0.009627029,0.008807817,-0.050309656,0.566069824,0.550876921,0.345520927,0.238040012,0.167762882,0.244341281,0.228597573,0.192762099,0.071419278,0.101396531,-0.022573703,0.083687596,0.186500156,-0.161806244,0.247257132,0.029136009,-0.016267547,0.022046707,0.037622341,-0.04989712,0.020343014,0.014300838,0.148230063,0.317513982,0.326691845,0.356097795,0.433452409,0.049031152,0.067745434,0.17165427,0.269724963,0.334958043,0.395754651,0.406086909,0.1244661,0.114603825,0.194258738,0.226284482,0.301803587,0.210321113,0.192502487,0.344035736,0.391662717,-0.006742385,0.121011184,0.108698895,0.333288411,0.144574431,0.110902405,0.236208553,0.385885692,0.41720829,0.218525852,0.402135172,0.490572358,0.244935907,0.236871141,0.411322674,0.277100307,0.438281828
PI656053,-0.164301516,0.048489511,-0.045472284,8.80E-04,0.079861251,-0.577863764,-0.144841263,0.32282252,0.02355948,-0.003521905,-0.01756946,-0.00518554,0.062408987,0.034875836,0.197698603,0.107659422,0.024530227,0.109401252,0.15301735,-0.07312087,-0.069610231,-0.070665524,0.015599078,0.016168151,0.133475303,0.073793317,0.031732447,-0.004638883,0.076126526,-0.065277075,0.87936802,0.067344115,0.14283945,-0.026257898,-0.019732631,-0.087908474,-0.203727011,-0.029894861,-0.028842442,0.021188629,0.012052811,0.094951676,0.011023585,-0.123220346,-0.263865059,0.038110923,0.093102743,0.044506905,0.029674845,0.025195285,-0.179549052,-0.024980366,-0.177010969,-0.1621452,-0.121263463,-0.019682962,-0.137664509,-0.022753193,-0.040227579,-0.024513045,-0.06714798,0.028305424,-0.02208496,0.037062883,-0.023521122,-0.064525897,-0.006803983,-0.021974915,-0.114169474,-0.196074672,0.010542262,-0.157248832,-0.161803454,-0.10665898,-0.02989485,-0.114691852,-0.02406762,-0.148328954,-0.065707854,-0.082760773,-0.075576192,-5.50E-04,-0.148153749,-0.057189881,-0.067079436,-0.082487671,0.049770709,0.003055989,-0.010533549,0.160904097,0.038352249,-0.143477468,0.072685131,0.009801243,0.070056364,0.090967187,0.042081018,0.052693901,0.012584026,0.463029946,0.425505183,0.190619845,0.121266785,0.111611115,0.153383189,0.161153675,0.121283724,0.225411056,0.007073765,0.102176769,0.010211134,0.109137238,0.048962861,0.102799691,-0.008470937,0.061531513,0.057330384,0.068350893,-0.065070133,0.070885635,-0.061859448,0.020487347,0.046765446,0.080049494,0.033276396,-0.038994528,-0.024831807,-0.011451483,0.043897242,0.05760073,0.025882493,0.005508465,-0.020253243,0.091231816,0.055402515,0.124721371,0.132188942,0.100398903,0.035352369,0.020455561,-0.012174306,-0.035707106,0.039905646,0.087888209,0.093882366,0.129028792,-0.158515413,-0.045265638,0.01886465,0.02780222,0.143879799,0.142811239,0.13909167,0.219331757,-0.007583361,-0.07637155,0.135068924,0.022448984,0.020701441
